Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
NBL1,"NBL1, DAN Family BMP Antagonist",Protein Coding,P41271,50,GC01P051789,17.18458748,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NBL1
GUCA2B,Guanylate Cyclase Activator 2B,Protein Coding,Q16661,49,GC01P042153,17.14143562,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GUCA2B
MEPCE,Methylphosphate Capping Enzyme,Protein Coding,Q7L2J0,41,GC07P100428,17.12384987,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEPCE
HDX,Highly Divergent Homeobox,Protein Coding,Q7Z353,44,GC0XM084317,17.11623383,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDX
MTREX,Mtr4 Exosome RNA Helicase,Protein Coding,P42285,48,GC05P055319,17.10866356,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTREX
HNRNPH3,Heterogeneous Nuclear Ribonucleoprotein H3,Protein Coding,P31942,47,GC10P068331,17.08193588,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPH3
CYP8B1,Cytochrome P450 Family 8 Subfamily B Member 1,Protein Coding,Q9UNU6,50,GC03M042856,17.07735634,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP8B1
CECR2,CECR2 Histone Acetyl-Lysine Reader,Protein Coding,Q9BXF3,47,GC22P017359,17.06035614,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CECR2
S100G,S100 Calcium Binding Protein G,Protein Coding,P29377,47,GC0XP016668,17.05569839,https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100G
SLC25A27,Solute Carrier Family 25 Member 27,Protein Coding,O95847,48,GC06P046652,17.01480675,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A27
LRWD1,Leucine Rich Repeats And WD Repeat Domain Containing 1,Protein Coding,Q9UFC0,46,GC07P102464,17.00736809,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRWD1
DNAJC2,DnaJ Heat Shock Protein Family (Hsp40) Member C2,Protein Coding,Q99543,46,GC07M103312,16.99992943,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC2
HNRNPA0,Heterogeneous Nuclear Ribonucleoprotein A0,Protein Coding,Q13151,43,GC05M137750,16.99093246,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPA0
CD180,CD180 Molecule,Protein Coding,Q99467,51,GC05M067181,16.97066116,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD180
NPY1R,Neuropeptide Y Receptor Y1,Protein Coding,P25929,52,GC04M163323,16.9401722,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPY1R
INTS2,Integrator Complex Subunit 2,Protein Coding,Q9H0H0,44,GC17M061865,16.93178368,https://www.genecards.org/cgi-bin/carddisp.pl?gene=INTS2
LDHC,Lactate Dehydrogenase C,Protein Coding,P07864,55,GC11P019267,16.91079712,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDHC
MED9,Mediator Complex Subunit 9,Protein Coding,Q9NWA0,44,GC17P017476,16.90639305,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED9
KMO,Kynurenine 3-Monooxygenase,Protein Coding,O15229,55,GC01P241532,16.90043449,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMO
GATD3,Glutamine Amidotransferase Class 1 Domain Containing 3,Protein Coding,P0DPI2,44,GC21P048818,16.8558712,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATD3
SLC8A2,Solute Carrier Family 8 Member A2,Protein Coding,Q9UPR5,50,GC19M047428,16.85512733,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC8A2
VAMP3,Vesicle Associated Membrane Protein 3,Protein Coding,Q15836,50,GC01P050912,16.85272598,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAMP3
PLCL1,Phospholipase C Like 1 (Inactive),Protein Coding,Q15111,47,GC02P197804,16.8441925,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCL1
SUCNR1,Succinate Receptor 1,Protein Coding,Q9BXA5,49,GC03P151873,16.84412766,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUCNR1
MYOZ1,Myozenin 1,Protein Coding,Q9NP98,48,GC10M073631,16.8368969,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYOZ1
RAB5B,"RAB5B, Member RAS Oncogene Family",Protein Coding,P61020,50,GC12P055973,16.69128799,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB5B
GPR78,G Protein-Coupled Receptor 78,Protein Coding,Q96P69,44,GC04P008692,16.67248154,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR78
NMUR1,Neuromedin U Receptor 1,Protein Coding,Q9HB89,50,GC02M232348,16.66423798,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMUR1
PUM3,Pumilio RNA Binding Family Member 3,Protein Coding,Q15397,45,GC09M002721,16.65511703,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PUM3
PPM1G,"Protein Phosphatase, Mg2+/Mn2+ Dependent 1G",Protein Coding,O15355,50,GC02M028947,16.63186264,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPM1G
FZD10,Frizzled Class Receptor 10,Protein Coding,Q9ULW2,55,GC12P130162,16.59660721,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD10
MAGEC2,MAGE Family Member C2,Protein Coding,Q9UBF1,45,GC0XM142202,16.55469513,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGEC2
CHRNA9,Cholinergic Receptor Nicotinic Alpha 9 Subunit,Protein Coding,Q9UGM1,51,GC04P040337,16.55467415,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNA9
CACUL1,CDK2 Associated Cullin Domain 1,Protein Coding,Q86Y37,39,GC10M118674,16.51184082,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACUL1
RABGEF1,RAB Guanine Nucleotide Exchange Factor 1,Protein Coding,Q9UJ41,52,GC07P088213,16.50879288,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RABGEF1
AGMO,Alkylglycerol Monooxygenase,Protein Coding,Q6ZNB7,47,GC07M015117,16.48529053,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGMO
SPRR1B,Small Proline Rich Protein 1B,Protein Coding,P22528,46,GC01P153031,16.48236465,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPRR1B
SULT1A2,Sulfotransferase Family 1A Member 2,Protein Coding,P50226,51,GC16M028591,16.47241402,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SULT1A2
ADAMTS7,ADAM Metallopeptidase With Thrombospondin Type 1 Motif 7,Protein Coding,Q9UKP4,52,GC15M078759,16.45254517,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS7
GTPBP1,GTP Binding Protein 1,Protein Coding,O00178,51,GC22P038705,16.4034729,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTPBP1
TRAT1,T Cell Receptor Associated Transmembrane Adaptor 1,Protein Coding,Q6PIZ9,47,GC03P108823,16.40071106,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAT1
OPN3,Opsin 3,Protein Coding,Q9H1Y3,45,GC01M241590,16.39444351,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPN3
DCAF13,DDB1 And CUL4 Associated Factor 13,Protein Coding,Q9NV06,46,GC08P103414,16.36146545,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCAF13
SOX14,SRY-Box Transcription Factor 14,Protein Coding,O95416,44,GC03P137764,16.35167885,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX14
KRR1,KRR1 Small Subunit Processome Component Homolog,Protein Coding,Q13601,46,GC12M075490,16.34858704,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRR1
DGKH,Diacylglycerol Kinase Eta,Protein Coding,Q86XP1,50,GC13P042040,16.31495857,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGKH
MT1F,Metallothionein 1F,Protein Coding,P04733,44,GC16P056657,16.24430084,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT1F
PGC,Progastricsin,Protein Coding,P20142,54,GC06M041736,16.23104477,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGC
PWP2,PWP2 Small Subunit Processome Component,Protein Coding,Q15269,47,GC21P044107,16.22830772,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PWP2
MRPL58,Mitochondrial Ribosomal Protein L58,Protein Coding,Q14197,47,GC17P123838,16.21783638,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL58
LSM4,"LSM4 Homolog, U6 Small Nuclear RNA And MRNA Degradation Associated",Protein Coding,Q9Y4Z0,51,GC19M018306,16.19200134,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LSM4
REV1,REV1 DNA Directed Polymerase,Protein Coding,Q9UBZ9,52,GC02M101235,16.19075394,https://www.genecards.org/cgi-bin/carddisp.pl?gene=REV1
FAM83D,Family With Sequence Similarity 83 Member D,Protein Coding,Q9H4H8,44,GC20P038926,16.18437958,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM83D
HMGN2,High Mobility Group Nucleosomal Binding Domain 2,Protein Coding,P05204,46,GC01P052708,16.16254425,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGN2
SPSB4,SplA/Ryanodine Receptor Domain And SOCS Box Containing 4,Protein Coding,Q96A44,40,GC03P141051,16.14950371,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPSB4
RNF41,Ring Finger Protein 41,Protein Coding,Q9H4P4,45,GC12M056202,16.13180351,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF41
NOB1,NIN1 (RPN12) Binding Protein 1 Homolog,Protein Coding,Q9ULX3,45,GC16M073497,16.08911896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOB1
P2RX6,Purinergic Receptor P2X 6,Protein Coding,O15547,50,GC22P075450,16.0766716,https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RX6
MARF1,Meiosis Regulator And MRNA Stability Factor 1,Protein Coding,Q9Y4F3,40,GC16M015594,16.01339722,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARF1
CA6,Carbonic Anhydrase 6,Protein Coding,P23280,54,GC01P008945,15.98821831,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA6
FAM167A,Family With Sequence Similarity 167 Member A,Protein Coding,Q96KS9,48,GC08M011421,15.96418095,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM167A
RFX4,Regulatory Factor X4,Protein Coding,Q33E94,47,GC12P106583,15.96203995,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFX4
ENY2,ENY2 Transcription And Export Complex 2 Subunit,Protein Coding,Q9NPA8,44,GC08P109334,15.94740582,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENY2
RHNO1,RAD9-HUS1-RAD1 Interacting Nuclear Orphan 1,Protein Coding,Q9BSD3,43,GC12P002876,15.91160297,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHNO1
TBL3,Transducin Beta Like 3,Protein Coding,Q12788,47,GC16P095802,15.90319824,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBL3
ACYP2,Acylphosphatase 2,Protein Coding,P14621,50,GC02P053970,15.89670944,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACYP2
PROZ,"Protein Z, Vitamin K Dependent Plasma Glycoprotein",Protein Coding,P22891,52,GC13P113158,15.86346817,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROZ
CSNK1A1L,Casein Kinase 1 Alpha 1 Like,Protein Coding,Q8N752,48,GC13M037103,15.85923767,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK1A1L
CSNK1G3,Casein Kinase 1 Gamma 3,Protein Coding,Q9Y6M4,52,GC05P123512,15.85221577,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK1G3
ILRUN,Inflammation And Lipid Regulator With UBA-Like And NBR1-Like Domains,Protein Coding,Q9H6K1,42,GC06M098577,15.85047245,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ILRUN
UBAP2,Ubiquitin Associated Protein 2,Protein Coding,Q5T6F2,41,GC09M033921,15.82761288,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBAP2
SUN5,Sad1 And UNC84 Domain Containing 5,Protein Coding,Q8TC36,47,GC20M032983,15.81126404,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUN5
ITPK1,Inositol-Tetrakisphosphate 1-Kinase,Protein Coding,Q13572,50,GC14M092936,15.77790833,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPK1
BATF3,Basic Leucine Zipper ATF-Like Transcription Factor 3,Protein Coding,Q9NR55,48,GC01M212686,15.7597847,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BATF3
CCS,Copper Chaperone For Superoxide Dismutase,Protein Coding,O14618,54,GC11P066593,15.75066471,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCS
SRM,Spermidine Synthase,Protein Coding,P19623,51,GC01M011054,15.73822403,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRM
GUCY1A2,Guanylate Cyclase 1 Soluble Subunit Alpha 2,Protein Coding,P33402,48,GC11M129801,15.71073151,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GUCY1A2
CAVIN2,Caveolae Associated Protein 2,Protein Coding,O95810,45,GC02M191835,15.70645428,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAVIN2
ADGRA2,Adhesion G Protein-Coupled Receptor A2,Protein Coding,Q96PE1,48,GC08P040402,15.68610001,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRA2
SERINC1,Serine Incorporator 1,Protein Coding,Q9NRX5,50,GC06M122443,15.66163063,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERINC1
MSRB1,Methionine Sulfoxide Reductase B1,Protein Coding,Q9NZV6,48,GC16M025568,15.59401703,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSRB1
ZC3H11A,Zinc Finger CCCH-Type Containing 11A,Protein Coding,O75152,47,GC01P203795,15.55545712,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3H11A
SEC16B,"SEC16 Homolog B, Endoplasmic Reticulum Export Factor",Protein Coding,Q96JE7,48,GC01M177923,15.54812145,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC16B
PGRMC2,Progesterone Receptor Membrane Component 2,Protein Coding,O15173,49,GC04M128269,15.53959942,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGRMC2
YLPM1,YLP Motif Containing 1,Protein Coding,P49750,40,GC14P074763,15.49707508,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YLPM1
LDHD,Lactate Dehydrogenase D,Protein Coding,Q86WU2,52,GC16M075111,15.49408627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDHD
DENND1A,DENN Domain Containing 1A,Protein Coding,Q8TEH3,48,GC09M123379,15.41813087,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DENND1A
TMEM33,Transmembrane Protein 33,Protein Coding,P57088,44,GC04P041937,15.40250778,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM33
TXLNG,Taxilin Gamma,Protein Coding,Q9NUQ3,43,GC0XP016818,15.39305592,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXLNG
U2AF1L4,U2 Small Nuclear RNA Auxiliary Factor 1 Like 4,Protein Coding,Q8WU68,43,GC19M096824,15.38902473,https://www.genecards.org/cgi-bin/carddisp.pl?gene=U2AF1L4
BOLL,"Boule Homolog, RNA Binding Protein",Protein Coding,Q8N9W6,46,GC02M197726,15.35927963,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BOLL
NRARP,NOTCH Regulated Ankyrin Repeat Protein,Protein Coding,Q7Z6K4,39,GC09M137299,15.35125828,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRARP
HASPIN,Histone H3 Associated Protein Kinase,Protein Coding,Q8TF76,47,GC17P121731,15.3359623,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HASPIN
RPL39,Ribosomal Protein L39,Protein Coding,P62891,40,GC0XM119786,15.31609344,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL39
CORT,Cortistatin,Protein Coding,O00230,45,GC01P051157,15.29226112,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CORT
NPY4R,Neuropeptide Y Receptor Y4,Protein Coding,P50391,48,GC10M046461,15.29207897,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPY4R
AMY1A,Amylase Alpha 1A,Protein Coding,P0DUB6,42,GC01P103651,15.2370739,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMY1A
RPS19BP1,Ribosomal Protein S19 Binding Protein 1,Protein Coding,Q86WX3,38,GC22M079354,15.21691227,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS19BP1
ORAI2,ORAI Calcium Release-Activated Calcium Modulator 2,Protein Coding,Q96SN7,50,GC07P102433,15.20693874,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ORAI2
SPTY2D1,SPT2 Chromatin Protein Domain Containing 1,Protein Coding,Q68D10,37,GC11M018620,15.20344162,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTY2D1
PEAK1,Pseudopodium Enriched Atypical Kinase 1,Protein Coding,Q9H792,43,GC15M077100,15.19481182,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEAK1
F8A1,Coagulation Factor VIII Associated 1,Protein Coding,P23610,40,GC0XP154886,15.1640234,https://www.genecards.org/cgi-bin/carddisp.pl?gene=F8A1
LCOR,Ligand Dependent Nuclear Receptor Corepressor,Protein Coding,Q96JN0,48,GC10P096832,15.10556602,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCOR
SSX2IP,SSX Family Member 2 Interacting Protein,Protein Coding,Q9Y2D8,44,GC01M084643,15.09953499,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSX2IP
SLC7A2,Solute Carrier Family 7 Member 2,Protein Coding,P52569,54,GC08P017497,15.06084347,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A2
CHML,CHM Like Rab Escort Protein,Protein Coding,P26374,46,GC01M241628,15.05739403,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHML
ZNF44,Zinc Finger Protein 44,Protein Coding,P15621,45,GC19M012224,15.04192924,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF44
RBP2,Retinol Binding Protein 2,Protein Coding,P50120,50,GC03M139452,14.99891853,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBP2
HTR5A,5-Hydroxytryptamine Receptor 5A,Protein Coding,P47898,50,GC07P155070,14.98826981,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR5A
AK5,Adenylate Kinase 5,Protein Coding,Q9Y6K8,49,GC01P077291,14.97655678,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AK5
FAM83A,Family With Sequence Similarity 83 Member A,Protein Coding,Q86UY5,45,GC08P123178,14.96707535,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM83A
EXOC1,Exocyst Complex Component 1,Protein Coding,Q9NV70,47,GC04P055853,14.96323586,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOC1
ARHGEF5,Rho Guanine Nucleotide Exchange Factor 5,Protein Coding,Q12774,45,GC07P144355,14.94304466,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF5
IFNK,Interferon Kappa,Protein Coding,Q9P0W0,48,GC09P027514,14.93425655,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNK
DDX50,DExD-Box Helicase 50,Protein Coding,Q9BQ39,47,GC10P068901,14.92011452,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX50
ACBD3,Acyl-CoA Binding Domain Containing 3,Protein Coding,Q9H3P7,51,GC01M226144,14.91038418,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACBD3
PSG1,Pregnancy Specific Beta-1-Glycoprotein 1,Protein Coding,P11464,48,GC19M042866,14.90189552,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSG1
MFNG,MFNG O-Fucosylpeptide 3-Beta-N-Acetylglucosaminyltransferase,Protein Coding,O00587,51,GC22M037469,14.87988663,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFNG
OPN5,Opsin 5,Protein Coding,Q6U736,42,GC06P145009,14.87838078,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPN5
LRRC59,Leucine Rich Repeat Containing 59,Protein Coding,Q96AG4,43,GC17M050375,14.87787247,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC59
KLHL12,Kelch Like Family Member 12,Protein Coding,Q53G59,47,GC01M202891,14.85946083,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHL12
STAB1,Stabilin 1,Protein Coding,Q9NY15,52,GC03P052495,14.83924389,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAB1
MAP3K13,Mitogen-Activated Protein Kinase Kinase Kinase 13,Protein Coding,O43283,51,GC03P185282,14.83851242,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K13
DDX52,DExD-Box Helicase 52,Protein Coding,Q9Y2R4,47,GC17M037609,14.83045483,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX52
CDH18,Cadherin 18,Protein Coding,Q13634,47,GC05M019729,14.82761383,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH18
SEC23IP,SEC23 Interacting Protein,Protein Coding,Q9Y6Y8,50,GC10P119892,14.82547665,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC23IP
SUGP1,SURP And G-Patch Domain Containing 1,Protein Coding,Q8IWZ8,47,GC19M019276,14.81398392,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUGP1
GPR89B,G Protein-Coupled Receptor 89B,Protein Coding,P0CG08,44,GC01P147928,14.80692673,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR89B
RABEP2,"Rabaptin, RAB GTPase Binding Effector Protein 2",Protein Coding,Q9H5N1,43,GC16M044754,14.80384541,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RABEP2
IDI1,Isopentenyl-Diphosphate Delta Isomerase 1,Protein Coding,Q13907,52,GC10M001039,14.79991055,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDI1
DUSP8,Dual Specificity Phosphatase 8,Protein Coding,Q13202,44,GC11M012564,14.79963398,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP8
SYCP2,Synaptonemal Complex Protein 2,Protein Coding,Q9BX26,47,GC20M059863,14.78247929,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYCP2
RASSF8,Ras Association Domain Family Member 8,Protein Coding,Q8NHQ8,44,GC12P043314,14.78008175,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASSF8
GPM6B,Glycoprotein M6B,Protein Coding,Q13491,48,GC0XM015350,14.73439884,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPM6B
GFPT2,Glutamine-Fructose-6-Phosphate Transaminase 2,Protein Coding,O94808,51,GC05M180300,14.72028923,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFPT2
RND1,Rho Family GTPase 1,Protein Coding,Q92730,43,GC12M048857,14.70713329,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RND1
NUDT12,Nudix Hydrolase 12,Protein Coding,Q9BQG2,46,GC05M103548,14.7066412,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT12
SFMBT1,Scm Like With Four Mbt Domains 1,Protein Coding,Q9UHJ3,43,GC03M054180,14.67783737,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFMBT1
IPO4,Importin 4,Protein Coding,Q8TEX9,45,GC14M027524,14.66672993,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO4
IPO9,Importin 9,Protein Coding,Q96P70,41,GC01P201829,14.60089874,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO9
ZNF410,Zinc Finger Protein 410,Protein Coding,Q86VK4,40,GC14P073886,14.59684372,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF410
RNF19A,"Ring Finger Protein 19A, RBR E3 Ubiquitin Protein Ligase",Protein Coding,Q9NV58,52,GC08M100257,14.58755684,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF19A
NOL7,Nucleolar Protein 7,Protein Coding,Q9UMY1,44,GC06P013615,14.52658844,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOL7
RRP12,Ribosomal RNA Processing 12 Homolog,Protein Coding,Q5JTH9,43,GC10M097356,14.50687981,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRP12
ATP6V0B,ATPase H+ Transporting V0 Subunit B,Protein Coding,Q99437,42,GC01P043974,14.48996353,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V0B
NPFF,Neuropeptide FF-Amide Peptide Precursor,Protein Coding,O15130,41,GC12M053814,14.48105907,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPFF
PDE1B,Phosphodiesterase 1B,Protein Coding,Q01064,48,GC12P054549,14.45667458,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE1B
FOXN3,Forkhead Box N3,Protein Coding,O00409,47,GC14M120865,14.45207977,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXN3
EEIG1,Estrogen-Induced Osteoclastogenesis Regulator 1,Protein Coding,Q5T9C2,40,GC09M128125,14.44514656,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEIG1
TPCN1,Two Pore Segment Channel 1,Protein Coding,Q9ULQ1,47,GC12P113221,14.41443157,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPCN1
VTA1,Vesicle Trafficking 1,Protein Coding,Q9NP79,44,GC06P142147,14.37072849,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VTA1
USP17L2,Ubiquitin Specific Peptidase 17 Like Family Member 2,Protein Coding,Q6R6M4,36,GC08M013712,14.36387062,https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP17L2
CLEC1B,C-Type Lectin Domain Family 1 Member B,Protein Coding,Q9P126,51,GC12M030829,14.3451004,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC1B
NCOA7,Nuclear Receptor Coactivator 7,Protein Coding,Q8NI08,45,GC06P125781,14.3354702,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOA7
MYRIP,Myosin VIIA And Rab Interacting Protein,Protein Coding,Q8NFW9,49,GC03P041021,14.32825184,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYRIP
NUFIP2,Nuclear FMR1 Interacting Protein 2,Protein Coding,Q7Z417,40,GC17M084707,14.29690266,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUFIP2
MTMR6,Myotubularin Related Protein 6,Protein Coding,Q9Y217,50,GC13M025246,14.27244663,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTMR6
ITM2C,Integral Membrane Protein 2C,Protein Coding,Q9NQX7,45,GC02P230864,14.26331139,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITM2C
SNRPC,Small Nuclear Ribonucleoprotein Polypeptide C,Protein Coding,P09234,45,GC06P144881,14.25573254,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPC
RNF10,Ring Finger Protein 10,Protein Coding,Q8N5U6,44,GC12P120604,14.24249935,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF10
PPP2R2D,Protein Phosphatase 2 Regulatory Subunit Bdelta,Protein Coding,Q66LE6,41,GC10P131901,14.23424053,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R2D
IRX1,Iroquois Homeobox 1,Protein Coding,P78414,47,GC05P003995,14.23269844,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRX1
