gene_id,renum,From,Species,Gene Name,Score,AP,layer,connected component changes,LCC changes
55752,1995,SEPTIN11,Homo sapiens,septin 11(SEPTIN11),0.00039043,55752,7,1,0.003294892915980285
6251,1842,RSU1,Homo sapiens,Ras suppressor protein 1(RSU1),0.00038686,6251,8,1,0.003992015968063867
55742,1985,PARVA,Homo sapiens,parvin alpha(PARVA),0.00038459,55742,9,1,0.005167958656330796
125058,865,TBC1D16,Homo sapiens,TBC1 domain family member 16(TBC1D16),0.00038362,125058,9,1,0.007751937984496138
780,306,DDR1,Homo sapiens,discoidin domain receptor tyrosine kinase 1(DDR1),0.00038071,780,1,1,0.0008080808080808133
9047,327,SH2D2A,Homo sapiens,SH2 domain containing 2A(SH2D2A),0.0003739,9047,9,1,0.005167958656330796
1356,484,CP,Homo sapiens,ceruloplasmin(CP),0.0003671,1356,2,1,0.001077005923532548
9793,609,CKAP5,Homo sapiens,cytoskeleton associated protein 5(CKAP5),0.000359,9793,11,2,0.04132231404958675
653361,1831,NCF1,Homo sapiens,neutrophil cytosolic factor 1(NCF1),0.00035349,653361,1,1,0.0008080808080808133
3579,1304,CXCR2,Homo sapiens,C-X-C motif chemokine receptor 2(CXCR2),0.00035122,3579,6,1,0.002721088435374108
6541,1948,SLC7A1,Homo sapiens,solute carrier family 7 member 1(SLC7A1),0.00034247,6541,3,1,0.001410437235543016
10163,767,WASF2,Homo sapiens,WASP family member 2(WASF2),0.00033535,10163,5,1,0.002259887005649719
125476,1038,INO80C,Homo sapiens,INO80 complex subunit C(INO80C),0.00032822,125476,4,1,0.001809954751131215
493861,948,EID3,Homo sapiens,EP300 interacting inhibitor of differentiation 3(EID3),0.00032563,493861,3,1,0.001410437235543016
3768,1352,KCNJ12,Homo sapiens,potassium inwardly rectifying channel subfamily J member 12(KCNJ12),0.00032239,3768,8,1,0.0
715,280,C1R,Homo sapiens,complement C1r(C1R),0.0003185,715,3,1,0.001410437235543016
6641,2018,SNTB1,Homo sapiens,syntrophin beta 1(SNTB1),0.00031461,6641,7,2,0.004942339373970372
713,278,C1QB,Homo sapiens,complement C1q B chain(C1QB),0.00031364,713,4,1,0.001809954751131215
3092,1215,HIP1,Homo sapiens,huntingtin interacting protein 1(HIP1),0.00031267,3092,7,1,0.003294892915980285
6821,2122,SUOX,Homo sapiens,sulfite oxidase(SUOX),0.00030878,6821,11,1,0.01652892561983466
10462,916,CLEC10A,Homo sapiens,C-type lectin domain containing 10A(CLEC10A),0.000301,10462,1,2,0.00121212121212122
57088,2441,PLSCR4,Homo sapiens,phospholipid scramblase 4(PLSCR4),0.00029711,57088,9,1,0.005167958656330796
9779,604,TBC1D5,Homo sapiens,TBC1 domain family member 5(TBC1D5),0.00029322,9779,1,1,0.0008080808080808133
57161,2458,PELI2,Homo sapiens,pellino E3 ubiquitin protein ligase family member 2(PELI2),0.00028934,57161,2,1,0.001077005923532548
5717,1688,PSMD11,Homo sapiens,"proteasome 26S subunit, non-ATPase 11(PSMD11)",0.00028642,5717,3,1,0.001410437235543016
3703,1336,STT3A,Homo sapiens,STT3 oligosaccharyltransferase complex catalytic subunit A(STT3A),0.0002835,3703,9,2,0.01033591731266148
2212,880,FCGR2A,Homo sapiens,Fc gamma receptor IIa(FCGR2A),0.00028059,2212,6,2,0.004081632653061273
79616,1744,CCNJL,Homo sapiens,cyclin J like(CCNJL),0.00027767,79616,8,1,0.003992015968063867
9181,385,ARHGEF2,Homo sapiens,Rho/Rac guanine nucleotide exchange factor 2(ARHGEF2),0.00027476,9181,10,1,0.008510638297872353
10251,806,SPRY3,Homo sapiens,sprouty RTK signaling antagonist 3(SPRY3),0.00027184,10251,6,1,0.002721088435374108
9685,556,CLINT1,Homo sapiens,clathrin interactor 1(CLINT1),0.00026892,9685,4,1,0.001809954751131215
5394,1622,EXOSC10,Homo sapiens,exosome component 10(EXOSC10),0.00026601,5394,2,1,0.001077005923532548
51762,1047,RAB8B,Homo sapiens,"RAB8B, member RAS oncogene family(RAB8B)",0.00026309,51762,5,1,0.002259887005649719
23239,2138,PHLPP1,Homo sapiens,PH domain and leucine rich repeat protein phosphatase 1(PHLPP1),0.00025758,23239,6,1,0.004081632653061273
5321,1595,PLA2G4A,Homo sapiens,phospholipase A2 group IVA(PLA2G4A),0.00025564,5321,9,1,0.007751937984496138
57533,83,TBC1D14,Homo sapiens,TBC1 domain family member 14(TBC1D14),0.00025532,57533,3,1,0.001410437235543016
9736,580,USP34,Homo sapiens,ubiquitin specific peptidase 34(USP34),0.00024819,9736,7,1,0.003294892915980285
51302,850,CYP39A1,Homo sapiens,cytochrome P450 family 39 subfamily A member 1(CYP39A1),0.00023717,51302,5,1,0.003389830508474523
36,19,ACADSB,Homo sapiens,acyl-CoA dehydrogenase short/branched chain(ACADSB),0.0002294,36,4,1,0.002714932126696823
728358,2357,DEFA1B,Homo sapiens,defensin alpha 1B(DEFA1B),0.0002268,728358,7,1,0.004942339373970372
26958,957,COPG2,Homo sapiens,COPI coat complex subunit gamma 2(COPG2),0.00022421,26958,2,1,0.001615508885298822
4624,1465,MYH6,Homo sapiens,myosin heavy chain 6(MYH6),0.00022162,4624,1,1,0.0008080808080808133
8073,2473,PTP4A2,Homo sapiens,protein tyrosine phosphatase 4A2(PTP4A2),0.00021968,8073,1,1,0.0008080808080808133
7222,2298,TRPC3,Homo sapiens,transient receptor potential cation channel subfamily C member 3(TRPC3),0.00021773,7222,1,1,0.0008080808080808133
3075,1208,CFH,Homo sapiens,complement factor H(CFH),0.00021579,3075,2,2,0.001615508885298822
26353,689,HSPB8,Homo sapiens,heat shock protein family B (small) member 8(HSPB8),0.00021384,26353,6,1,0.002721088435374108
405,183,ARNT,Homo sapiens,aryl hydrocarbon receptor nuclear translocator(ARNT),0.0002119,405,9,1,0.005167958656330796
56650,2361,CLDND1,Homo sapiens,claudin domain containing 1(CLDND1),0.00020996,56650,2,1,0.001077005923532548
23426,2230,GRIP1,Homo sapiens,glutamate receptor interacting protein 1(GRIP1),0.00020801,23426,2,1,0.001077005923532548
254225,124,RNF169,Homo sapiens,ring finger protein 169(RNF169),0.00020639,254225,9,1,0.005167958656330796
10564,955,ARFGEF2,Homo sapiens,ADP ribosylation factor guanine nucleotide exchange factor 2(ARFGEF2),0.00020477,10564,3,1,0.001410437235543016
8932,299,MBD2,Homo sapiens,methyl-CpG binding domain protein 2(MBD2),0.00020153,8932,11,1,0.0
7980,2450,TFPI2,Homo sapiens,tissue factor pathway inhibitor 2(TFPI2),0.00019991,7980,13,1,0.0
8925,296,HERC1,Homo sapiens,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1(HERC1),0.00019829,8925,2,1,0.001077005923532548
55638,1910,SYBU,Homo sapiens,syntabulin(SYBU),0.00019667,55638,3,1,0.001410437235543016
23310,2168,NCAPD3,Homo sapiens,non-SMC condensin II complex subunit D3(NCAPD3),0.00019505,23310,2,1,0.001077005923532548
57717,170,PCDHB16,Homo sapiens,protocadherin beta 16(PCDHB16),0.00019343,57717,1,1,0.0008080808080808133
3759,1350,KCNJ2,Homo sapiens,potassium inwardly rectifying channel subfamily J member 2(KCNJ2),0.00019149,3759,7,1,0.003294892915980285
11128,1159,POLR3A,Homo sapiens,RNA polymerase III subunit A(POLR3A),0.00018987,11128,7,1,0.003294892915980285
140,55,ADORA3,Homo sapiens,adenosine A3 receptor(ADORA3),0.00018501,140,11,1,0.01652892561983466
4799,1491,NFX1,Homo sapiens,"nuclear transcription factor, X-box binding 1(NFX1)",0.00018339,4799,12,1,0.03448275862068961
89848,2440,FCHSD1,Homo sapiens,FCH and double SH3 domains 1(FCHSD1),0.00018177,89848,1,1,0.0008080808080808133
51268,830,PIPOX,Homo sapiens,pipecolic acid and sarcosine oxidase(PIPOX),0.00018015,51268,2,1,0.001077005923532548
9672,546,SDC3,Homo sapiens,syndecan 3(SDC3),0.00017853,9672,7,1,0.004942339373970372
9675,549,TTI1,Homo sapiens,TELO2 interacting protein 1(TTI1),0.0001782,9675,8,1,0.003992015968063867
644,256,BLVRA,Homo sapiens,biliverdin reductase A(BLVRA),0.00017658,644,1,1,0.0008080808080808133
80185,1895,TTI2,Homo sapiens,TELO2 interacting protein 2(TTI2),0.00017626,80185,6,1,0.002721088435374108
9918,668,NCAPD2,Homo sapiens,non-SMC condensin I complex subunit D2(NCAPD2),0.00017593,9918,1,1,0.0008080808080808133
80344,2005,DCAF11,Homo sapiens,DDB1 and CUL4 associated factor 11(DCAF11),0.00017431,80344,8,1,0.003992015968063867
23345,2192,SYNE1,Homo sapiens,spectrin repeat containing nuclear envelope protein 1(SYNE1),0.00017269,23345,8,1,0.003992015968063867
3488,1285,IGFBP5,Homo sapiens,insulin like growth factor binding protein 5(IGFBP5),0.00017107,3488,2,1,0.001077005923532548
80146,1882,UXS1,Homo sapiens,UDP-glucuronate decarboxylase 1(UXS1),0.00016913,80146,9,1,0.005167958656330796
50717,593,DCAF8,Homo sapiens,DDB1 and CUL4 associated factor 8(DCAF8),0.00016719,50717,3,1,0.001410437235543016
932,358,MS4A3,Homo sapiens,membrane spanning 4-domains A3(MS4A3),0.00016686,932,4,1,0.0
58191,323,CXCL16,Homo sapiens,C-X-C motif chemokine ligand 16(CXCL16),0.00016524,58191,1,1,0.0008080808080808133
4818,1494,NKG7,Homo sapiens,natural killer cell granule protein 7(NKG7),0.0001633,4818,4,1,0.0
7096,2255,TLR1,Homo sapiens,toll like receptor 1(TLR1),0.00016297,7096,9,1,0.01808785529715762
64328,2204,XPO4,Homo sapiens,exportin 4(XPO4),0.00016135,64328,3,1,0.001410437235543016
7099,2258,TLR4,Homo sapiens,toll like receptor 4(TLR4),0.00016103,7099,9,1,0.005167958656330796
3680,1325,ITGA9,Homo sapiens,integrin subunit alpha 9(ITGA9),0.00016071,3680,1,1,0.0008080808080808133
56134,2202,PCDHAC2,Homo sapiens,"protocadherin alpha subfamily C, 2(PCDHAC2)",0.00015973,56134,5,1,0.002259887005649719
2170,860,FABP3,Homo sapiens,fatty acid binding protein 3(FABP3),0.00015876,2170,8,1,0.003992015968063867
55204,1788,GOLPH3L,Homo sapiens,golgi phosphoprotein 3 like(GOLPH3L),0.00015779,55204,1,1,0.0008080808080808133
731,293,C8A,Homo sapiens,complement C8 alpha chain(C8A),0.00015585,731,2,1,0.001077005923532548
79707,1770,NOL9,Homo sapiens,nucleolar protein 9(NOL9),0.00015487,79707,4,1,0.001809954751131215
11178,1178,LZTS1,Homo sapiens,leucine zipper tumor suppressor 1(LZTS1),0.0001539,11178,8,2,0.005988023952095856
29785,1559,CYP2S1,Homo sapiens,cytochrome P450 family 2 subfamily S member 1(CYP2S1),0.00015293,29785,5,1,0.002259887005649719
1153,423,CIRBP,Homo sapiens,cold inducible RNA binding protein(CIRBP),0.00015196,1153,5,1,0.002259887005649719
55249,1804,YY1AP1,Homo sapiens,YY1 associated protein 1(YY1AP1),0.00015099,55249,2,1,0.001077005923532548
3936,1381,LCP1,Homo sapiens,lymphocyte cytosolic protein 1(LCP1),0.00015001,3936,1,1,0.0008080808080808133
91748,629,MIDEAS,Homo sapiens,mitotic deacetylase associated SANT domain protein(MIDEAS),0.00014904,91748,11,1,0.01652892561983466
140901,628,STK35,Homo sapiens,serine/threonine kinase 35(STK35),0.00014807,140901,3,1,0.001410437235543016
9034,319,CCRL2,Homo sapiens,C-C motif chemokine receptor like 2(CCRL2),0.0001471,9034,3,1,0.001410437235543016
10955,1103,SERINC3,Homo sapiens,serine incorporator 3(SERINC3),0.00014613,10955,2,1,0.001077005923532548
3251,1255,HPRT1,Homo sapiens,hypoxanthine phosphoribosyltransferase 1(HPRT1),0.00014515,3251,2,1,0.001077005923532548
7453,2349,WARS1,Homo sapiens,tryptophanyl-tRNA synthetase 1(WARS1),0.00014418,7453,10,1,0.008510638297872353
883,340,KYAT1,Homo sapiens,kynurenine aminotransferase 1(KYAT1),0.00014321,883,9,1,0.0
1579,599,CYP4A11,Homo sapiens,cytochrome P450 family 4 subfamily A member 11(CYP4A11),0.00014224,1579,1,1,0.0008080808080808133
23405,2223,DICER1,Homo sapiens,"dicer 1, ribonuclease III(DICER1)",0.00014127,23405,7,1,0.003294892915980285
9844,636,ELMO1,Homo sapiens,engulfment and cell motility 1(ELMO1),0.00014029,9844,9,2,0.007751937984496138
5297,1583,PI4KA,Homo sapiens,phosphatidylinositol 4-kinase alpha(PI4KA),0.00013932,5297,3,1,0.001410437235543016
23392,2216,ECPAS,Homo sapiens,Ecm29 proteasome adaptor and scaffold(ECPAS),0.00013835,23392,4,1,0.001809954751131215
5311,1588,PKD2,Homo sapiens,"polycystin 2, transient receptor potential cation channel(PKD2)",0.00013738,5311,5,1,0.002259887005649719
942,364,CD86,Homo sapiens,CD86 molecule(CD86),0.00013641,942,2,1,0.001077005923532548
1549,582,CYP2A7,Homo sapiens,cytochrome P450 family 2 subfamily A member 7(CYP2A7),0.00013543,1549,1,1,0.0008080808080808133
10643,980,IGF2BP3,Homo sapiens,insulin like growth factor 2 mRNA binding protein 3(IGF2BP3),0.00013446,10643,4,1,0.001809954751131215
4601,1464,MXI1,Homo sapiens,"MAX interactor 1, dimerization protein(MXI1)",0.00013349,4601,3,1,0.001410437235543016
951,370,CD37,Homo sapiens,CD37 molecule(CD37),0.00013252,951,4,1,0.001809954751131215
959,373,CD40LG,Homo sapiens,CD40 ligand(CD40LG),0.00013155,959,1,1,0.0008080808080808133
23380,2206,SRGAP2,Homo sapiens,SLIT-ROBO Rho GTPase activating protein 2(SRGAP2),0.00013057,23380,4,1,0.001809954751131215
57062,2437,DDX24,Homo sapiens,DEAD-box helicase 24(DDX24),0.0001296,57062,11,1,0.01652892561983466
23395,2219,LARS2,Homo sapiens,"leucyl-tRNA synthetase 2, mitochondrial(LARS2)",0.00012863,23395,5,1,0.002259887005649719
23191,2111,CYFIP1,Homo sapiens,cytoplasmic FMR1 interacting protein 1(CYFIP1),0.00012766,23191,3,1,0.001410437235543016
92949,1135,ADAMTSL1,Homo sapiens,ADAMTS like 1(ADAMTSL1),0.00012669,92949,9,1,0.005167958656330796
2829,1133,XCR1,Homo sapiens,X-C motif chemokine receptor 1(XCR1),0.00012571,2829,1,2,0.00121212121212122
2823,1129,GPM6A,Homo sapiens,glycoprotein M6A(GPM6A),0.00012474,2823,4,1,0.001809954751131215
28996,1447,HIPK2,Homo sapiens,homeodomain interacting protein kinase 2(HIPK2),0.00012377,28996,2,1,0.001077005923532548
79178,1634,THTPA,Homo sapiens,thiamine triphosphatase(THTPA),0.0001228,79178,8,1,0.003992015968063867
54625,1637,PARP14,Homo sapiens,poly(ADP-ribose) polymerase family member 14(PARP14),0.00012183,54625,6,1,0.002721088435374108
55916,2091,NXT2,Homo sapiens,nuclear transport factor 2 like export factor 2(NXT2),0.00012085,55916,3,1,0.001410437235543016
6830,2127,SUPT6H,Homo sapiens,"SPT6 homolog, histone chaperone and transcription elongation factor(SUPT6H)",0.00011988,6830,12,1,0.0
375387,2079,NRROS,Homo sapiens,negative regulator of reactive oxygen species(NRROS),0.00011891,375387,7,1,0.003294892915980285
10875,1080,FGL2,Homo sapiens,fibrinogen like 2(FGL2),0.00011794,10875,2,1,0.001077005923532548
3929,1378,LBP,Homo sapiens,lipopolysaccharide binding protein(LBP),0.00011697,3929,4,1,0.001809954751131215
23022,2016,PALLD,Homo sapiens,"palladin, cytoskeletal associated protein(PALLD)",0.00011599,23022,2,1,0.001077005923532548
6611,2002,SMS,Homo sapiens,spermine synthase(SMS),0.00011502,6611,8,1,0.005988023952095856
120,46,ADD3,Homo sapiens,adducin 3(ADD3),0.00011405,120,7,1,0.0
1743,679,DLST,Homo sapiens,dihydrolipoamide S-succinyltransferase(DLST),0.00011308,1743,7,1,0.003294892915980285
9970,691,NR1I3,Homo sapiens,nuclear receptor subfamily 1 group I member 3(NR1I3),0.00011211,9970,12,1,0.03448275862068961
1490,553,CCN2,Homo sapiens,cellular communication network factor 2(CCN2),0.00011113,1490,9,2,0.01291989664082682
64225,2148,ATL2,Homo sapiens,atlastin GTPase 2(ATL2),0.00011016,64225,1,1,0.0008080808080808133
140462,437,ASB9,Homo sapiens,ankyrin repeat and SOCS box containing 9(ASB9),0.00010919,140462,5,1,0.002259887005649719
389524,1453,GTF2IRD2B,Homo sapiens,GTF2I repeat domain containing 2B(GTF2IRD2B),0.00010822,389524,3,1,0.001410437235543016
427,189,ASAH1,Homo sapiens,N-acylsphingosine amidohydrolase 1(ASAH1),0.00010725,427,1,1,0.0008080808080808133
3553,1295,IL1B,Homo sapiens,interleukin 1 beta(IL1B),0.00010627,3553,11,1,0.0
535,223,ATP6V0A1,Homo sapiens,ATPase H+ transporting V0 subunit a1(ATP6V0A1),0.0001053,535,4,2,0.002714932126696823
5026,1525,P2RX5,Homo sapiens,purinergic receptor P2X 5(P2RX5),0.00010433,5026,5,1,0.0
57178,2464,ZMIZ1,Homo sapiens,zinc finger MIZ-type containing 1(ZMIZ1),0.00010336,57178,11,1,0.01652892561983466
10466,919,COG5,Homo sapiens,component of oligomeric golgi complex 5(COG5),0.00010239,10466,6,1,0.0
55083,1756,KIF26B,Homo sapiens,kinesin family member 26B(KIF26B),0.00010141,55083,3,2,0.002115655853314524
8897,276,MTMR3,Homo sapiens,myotubularin related protein 3(MTMR3),0.00010044,8897,10,1,0.008510638297872353
51479,939,ANKFY1,Homo sapiens,ankyrin repeat and FYVE domain containing 1(ANKFY1),9.947e-05,51479,4,1,0.001809954751131215
11143,1164,KAT7,Homo sapiens,lysine acetyltransferase 7(KAT7),9.85e-05,11143,10,1,0.008510638297872353
10106,738,CTDSP2,Homo sapiens,CTD small phosphatase 2(CTDSP2),9.753e-05,10106,9,1,0.005167958656330796
4908,1513,NTF3,Homo sapiens,neurotrophin 3(NTF3),9.655e-05,4908,1,1,0.0008080808080808133
57148,2453,RALGAPB,Homo sapiens,Ral GTPase activating protein non-catalytic subunit beta(RALGAPB),9.558e-05,57148,1,1,0.0008080808080808133
22872,1911,SEC31A,Homo sapiens,"SEC31 homolog A, COPII coat complex component(SEC31A)",9.461e-05,22872,3,1,0.001410437235543016
3109,1224,HLA-DMB,Homo sapiens,"major histocompatibility complex, class II, DM beta(HLA-DMB)",9.364e-05,3109,3,2,0.002115655853314524
84456,1011,L3MBTL3,Homo sapiens,L3MBTL histone methyl-lysine binding protein 3(L3MBTL3),9.267e-05,84456,3,1,0.001410437235543016
26355,693,FAM162A,Homo sapiens,family with sequence similarity 162 member A(FAM162A),9.169e-05,26355,5,1,0.002259887005649719
5341,1607,PLEK,Homo sapiens,pleckstrin(PLEK),9.072e-05,5341,4,1,0.001809954751131215
22930,1954,RAB3GAP1,Homo sapiens,RAB3 GTPase activating protein catalytic subunit 1(RAB3GAP1),8.975e-05,22930,4,1,0.001809954751131215
8514,145,KCNAB2,Homo sapiens,potassium voltage-gated channel subfamily A regulatory beta subunit 2(KCNAB2),8.878e-05,8514,5,1,0.002259887005649719
5284,1574,PIGR,Homo sapiens,polymeric immunoglobulin receptor(PIGR),8.781e-05,5284,5,1,0.004519774011299438
10450,907,PPIE,Homo sapiens,peptidylprolyl isomerase E(PPIE),8.683e-05,10450,8,1,0.003992015968063867
11226,1195,GALNT6,Homo sapiens,polypeptide N-acetylgalactosaminyltransferase 6(GALNT6),8.586e-05,11226,3,1,0.001410437235543016
92105,773,INTS4,Homo sapiens,integrator complex subunit 4(INTS4),8.489e-05,92105,2,1,0.001077005923532548
8743,226,TNFSF10,Homo sapiens,TNF superfamily member 10(TNFSF10),8.392e-05,8743,1,1,0.0008080808080808133
23608,2299,MKRN1,Homo sapiens,makorin ring finger protein 1(MKRN1),8.295e-05,23608,7,1,0.003294892915980285
257019,1205,FRMD3,Homo sapiens,FERM domain containing 3(FRMD3),8.197e-05,257019,3,1,0.001410437235543016
30820,1839,KCNIP1,Homo sapiens,potassium voltage-gated channel interacting protein 1(KCNIP1),8.1e-05,30820,1,1,0.0008080808080808133
375056,1881,MIA3,Homo sapiens,MIA SH3 domain ER export factor 3(MIA3),8.003e-05,375056,1,1,0.0008080808080808133
8858,263,PROZ,Homo sapiens,"protein Z, vitamin K dependent plasma glycoprotein(PROZ)",7.906e-05,8858,4,2,0.002714932126696823
5066,1532,PAM,Homo sapiens,peptidylglycine alpha-amidating monooxygenase(PAM),7.809e-05,5066,3,1,0.001410437235543016
4128,1415,MAOA,Homo sapiens,monoamine oxidase A(MAOA),7.711e-05,4128,3,1,0.001410437235543016
58516,425,SINHCAF,Homo sapiens,SIN3-HDAC complex associated factor(SINHCAF),7.614e-05,58516,2,1,0.001077005923532548
55244,1801,SLC47A1,Homo sapiens,solute carrier family 47 member 1(SLC47A1),7.517e-05,55244,4,1,0.001809954751131215
2009,780,EML1,Homo sapiens,EMAP like 1(EML1),7.42e-05,2009,6,1,0.002721088435374108
53826,1476,FXYD6,Homo sapiens,FXYD domain containing ion transport regulator 6(FXYD6),7.323e-05,53826,4,1,0.002714932126696823
27436,1142,EML4,Homo sapiens,EMAP like 4(EML4),7.323e-05,27436,6,1,0.004081632653061273
8153,2483,RND2,Homo sapiens,Rho family GTPase 2(RND2),7.323e-05,8153,2,1,0.001077005923532548
26272,658,FBXO4,Homo sapiens,F-box protein 4(FBXO4),7.193e-05,26272,7,1,0.003294892915980285
80262,1943,PHAF1,Homo sapiens,phagosome assembly factor 1(PHAF1),7.128e-05,80262,9,1,0.005167958656330796
9922,671,IQSEC1,Homo sapiens,IQ motif and Sec7 domain ArfGEF 1(IQSEC1),6.999e-05,9922,6,1,0.002721088435374108
9938,681,ARHGAP25,Homo sapiens,Rho GTPase activating protein 25(ARHGAP25),6.901e-05,9938,1,1,0.0008080808080808133
91893,694,FDXACB1,Homo sapiens,ferredoxin-fold anticodon binding domain containing 1(FDXACB1),6.772e-05,91893,2,1,0.001077005923532548
83606,655,GUCD1,Homo sapiens,guanylyl cyclase domain containing 1(GUCD1),6.707e-05,83606,5,1,0.002259887005649719
9878,654,TOX4,Homo sapiens,TOX high mobility group box family member 4(TOX4),6.675e-05,9878,4,1,0.001809954751131215
353274,396,ZNF445,Homo sapiens,zinc finger protein 445(ZNF445),6.61e-05,353274,2,1,0.001077005923532548
55705,1960,IPO9,Homo sapiens,importin 9(IPO9),6.577e-05,55705,11,2,0.03305785123966942
5199,1556,CFP,Homo sapiens,complement factor properdin(CFP),6.48e-05,5199,10,1,0.02127659574468088
63897,1958,HEATR6,Homo sapiens,HEAT repeat containing 6(HEATR6),6.448e-05,63897,3,1,0.001410437235543016
23367,2203,LARP1,Homo sapiens,"La ribonucleoprotein 1, translational regulator(LARP1)",6.351e-05,23367,3,1,0.001410437235543016
63898,1961,SH2D4A,Homo sapiens,SH2 domain containing 4A(SH2D4A),6.221e-05,63898,7,1,0.003294892915980285
54994,1727,GID8,Homo sapiens,GID complex subunit 8 homolog(GID8),6.188e-05,54994,8,1,0.003992015968063867
9846,637,GAB2,Homo sapiens,GRB2 associated binding protein 2(GAB2),6.156e-05,9846,9,1,0.005167958656330796
5167,1548,ENPP1,Homo sapiens,ectonucleotide pyrophosphatase/phosphodiesterase 1(ENPP1),6.124e-05,5167,1,1,0.0008080808080808133
9043,324,SPAG9,Homo sapiens,sperm associated antigen 9(SPAG9),6.059e-05,9043,7,1,0.003294892915980285
2246,901,FGF1,Homo sapiens,fibroblast growth factor 1(FGF1),5.994e-05,2246,2,1,0.001077005923532548
9855,643,FARP2,Homo sapiens,"FERM, ARH/RhoGEF and pleckstrin domain protein 2(FARP2)",5.962e-05,9855,7,1,0.003294892915980285
22926,1950,ATF6,Homo sapiens,activating transcription factor 6(ATF6),5.864e-05,22926,1,1,0.0008080808080808133
57162,2459,PELI1,Homo sapiens,pellino E3 ubiquitin protein ligase 1(PELI1),5.864e-05,57162,2,1,0.001077005923532548
56259,2263,CTNNBL1,Homo sapiens,catenin beta like 1(CTNNBL1),5.8e-05,56259,11,1,0.0
3202,1248,HOXA5,Homo sapiens,homeobox A5(HOXA5),5.767e-05,3202,9,1,0.005167958656330796
22954,1970,TRIM32,Homo sapiens,tripartite motif containing 32(TRIM32),5.735e-05,22954,9,1,0.005167958656330796
1601,608,DAB2,Homo sapiens,DAB adaptor protein 2(DAB2),5.702e-05,1601,13,1,0.3333333333333334
4931,1516,NVL,Homo sapiens,nuclear VCP like(NVL),5.605e-05,4931,3,1,0.001410437235543016
5799,1719,PTPRN2,Homo sapiens,protein tyrosine phosphatase receptor type N2(PTPRN2),5.573e-05,5799,11,1,0.04958677685950408
5800,1720,PTPRO,Homo sapiens,protein tyrosine phosphatase receptor type O(PTPRO),5.54e-05,5800,7,1,0.003294892915980285
9815,623,GIT2,Homo sapiens,GIT ArfGAP 2(GIT2),5.508e-05,9815,4,1,0.001809954751131215
84142,890,ABRAXAS1,Homo sapiens,"abraxas 1, BRCA1 A complex subunit(ABRAXAS1)",5.443e-05,84142,9,1,0.005167958656330796
7025,2225,NR2F1,Homo sapiens,nuclear receptor subfamily 2 group F member 1(NR2F1),5.378e-05,7025,3,1,0.001410437235543016
54978,1724,SLC35F6,Homo sapiens,solute carrier family 35 member F6(SLC35F6),5.346e-05,54978,1,1,0.0008080808080808133
5005,1523,ORM2,Homo sapiens,orosomucoid 2(ORM2),5.314e-05,5005,5,1,0.002259887005649719
4940,1518,OAS3,Homo sapiens,2'-5'-oligoadenylate synthetase 3(OAS3),5.281e-05,4940,9,1,0.02583979328165376
6482,1906,ST3GAL1,Homo sapiens,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1(ST3GAL1)",5.249e-05,6482,3,1,0.001410437235543016
9868,650,TOMM70,Homo sapiens,translocase of outer mitochondrial membrane 70(TOMM70),5.022e-05,9868,5,1,0.002259887005649719
9750,590,RIPOR2,Homo sapiens,RHO family interacting cell polarization regulator 2(RIPOR2),4.925e-05,9750,4,1,0.001809954751131215
80303,1976,EFHD1,Homo sapiens,EF-hand domain family member D1(EFHD1),4.86e-05,80303,2,1,0.001077005923532548
55734,1980,ZFP64,Homo sapiens,ZFP64 zinc finger protein(ZFP64),4.763e-05,55734,1,1,0.0008080808080808133
1500,562,CTNND1,Homo sapiens,catenin delta 1(CTNND1),4.568e-05,1500,2,1,0.001077005923532548
22987,1997,SV2C,Homo sapiens,synaptic vesicle glycoprotein 2C(SV2C),4.536e-05,22987,4,1,0.001809954751131215
23307,2167,FKBP15,Homo sapiens,FKBP prolyl isomerase family member 15(FKBP15),4.471e-05,23307,3,1,0.001410437235543016
10724,1008,OGA,Homo sapiens,O-GlcNAcase(OGA),4.374e-05,10724,5,1,0.002259887005649719
6874,2144,TAF4,Homo sapiens,TATA-box binding protein associated factor 4(TAF4),4.342e-05,6874,9,1,0.005167958656330796
952,371,CD38,Homo sapiens,CD38 molecule(CD38),4.277e-05,952,5,1,0.002259887005649719
23268,2151,DNMBP,Homo sapiens,dynamin binding protein(DNMBP),4.244e-05,23268,2,1,0.001077005923532548
64241,2154,ABCG8,Homo sapiens,ATP binding cassette subfamily G member 8(ABCG8),4.212e-05,64241,4,1,0.001809954751131215
5257,1568,PHKB,Homo sapiens,phosphorylase kinase regulatory subunit beta(PHKB),4.18e-05,5257,5,1,0.002259887005649719
55340,1829,GIMAP5,Homo sapiens,"GTPase, IMAP family member 5(GIMAP5)",4.115e-05,55340,1,1,0.0008080808080808133
23299,2163,BICD2,Homo sapiens,BICD cargo adaptor 2(BICD2),4.05e-05,23299,8,1,0.003992015968063867
896,346,CCND3,Homo sapiens,cyclin D3(CCND3),3.985e-05,896,4,1,0.001809954751131215
6942,2174,TCF20,Homo sapiens,transcription factor 20(TCF20),3.953e-05,6942,7,1,0.003294892915980285
27128,1020,CYTH4,Homo sapiens,cytohesin 4(CYTH4),3.92e-05,27128,2,1,0.001077005923532548
