0,gene,renum,From,To,Species,Gene Name,Finder_Score,Gene Symbol,Description_x,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link,GeneID,Symbol,Description_y,Synonyms,GeneType,EnsemblGeneID,Status,ChrAcc,ChrStart,ChrStop,Orientation,Length,GOFunctionID,GOProcessID,GOComponentID,GOFunction,GOProcess,GOComponent,Similarity,entry_id,K-Shell,Degree,PageRank,Betweenness,Collective_influence,AP,layer,connected component changes,LCC changes,Score_total
1273,3423,1273,IDS,3423,Homo sapiens,iduronate 2-sulfatase(IDS),0.10471978,IDS,Iduronate 2-Sulfatase,Protein Coding,P22304,60,GC0XM149476,56.65417862,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDS,3423,IDS,iduronate 2-sulfatase,ID2S|MPS2|SIDS,protein-coding,ENSG00000010404,active,NC_000023.11,149476988,149505306,negative,7893,GO:0004423///GO:0005509///GO:0005515///GO:0008484,GO:0006027///GO:0030200///GO:0030209,GO:0005737///GO:0005764///GO:0043202,iduronate-2-sulfatase activity///calcium ion binding///protein binding///sulfuric ester hydrolase activity,glycosaminoglycan catabolic process///heparan sulfate proteoglycan catabolic process///dermatan sulfate catabolic process,cytoplasm///lysosome///lysosomal lumen,0,3423,5,10,0.000409178,0.000342675,1521,3423,7,1,0.008237232,0
77,57515,77,SERINC1,57515,Homo sapiens,serine incorporator 1(SERINC1),1.17E-05,SERINC1,Serine Incorporator 1,Protein Coding,Q9NRX5,50,GC06M122443,15.66163063,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERINC1,57515,SERINC1,serine incorporator 1,TDE1L|TDE2|TMS-2|TMS2,protein-coding,ENSG00000111897,active,NC_000006.12,122443351,122471807,negative,3125,GO:0005515///GO:0030674,GO:0006658///GO:0006665///GO:0008654///GO:0044091///GO:1904219///GO:1904222,GO:0005789///GO:0005886///GO:0016020,protein binding///protein-macromolecule adaptor activity,phosphatidylserine metabolic process///sphingolipid metabolic process///phospholipid biosynthetic process///membrane biogenesis///positive regulation of CDP-diacylglycerol-serine O-phosphatidyltransferase activity///positive regulation of serine C-palmitoyltransferase activity,endoplasmic reticulum membrane///plasma membrane///membrane,0,57515,4,5,0.000275586,0.000117535,220,57515,5,1,0.004519774,0
1960,55705,1960,IPO9,55705,Homo sapiens,importin 9(IPO9),6.58E-05,IPO9,Importin 9,Protein Coding,Q96P70,41,GC01P201829,14.60089874,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO9,55705,IPO9,importin 9,Imp9,protein-coding,ENSG00000198700,active,NC_000001.11,201829157,201884291,positive,11416,GO:0005515///GO:0031267///GO:0042393///GO:0061608///GO:0140713,GO:0006606///GO:0031144,GO:0005635///GO:0005737///GO:0005829///GO:0016020,protein binding///small GTPase binding///histone binding///nuclear import signal receptor activity///histone chaperone activity,protein import into nucleus///proteasome localization,nuclear envelope///cytoplasm///cytosol///membrane,0,55705,10,12,0.000405967,0.000508202,10230,55705,11,2,0.033057851,0
1811,112616,1811,CMTM7,112616,Homo sapiens,CKLF like MARVEL transmembrane domain containing 7(CMTM7),0.1110583,CMTM7,CKLF Like MARVEL Transmembrane Domain Containing 7,Protein Coding,Q96FZ5,43,GC03P032657,11.20229149,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMTM7,112616,CMTM7,CKLF like MARVEL transmembrane domain containing 7,CKLFSF7,protein-coding,ENSG00000153551,active,NC_000003.12,32391825,32455528,positive,3060,GO:0005125///GO:0005515,GO:0002337///GO:0006935///GO:0007165,GO:0005615///GO:0016020,cytokine activity///protein binding,B-1a B cell differentiation///chemotaxis///signal transduction,extracellular space///membrane,0,112616,3,6,0.00041586,0.001008684,135,112616,1,1,0.000808081,0
1548,5167,1548,ENPP1,5167,Homo sapiens,ectonucleotide pyrophosphatase/phosphodiesterase 1(ENPP1),6.12E-05,ENPP1,Ectonucleotide Pyrophosphatase/Phosphodiesterase 1,Protein Coding,P22413,63,GC06P131808,80.00904846,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENPP1,5167,ENPP1,ectonucleotide pyrophosphatase/phosphodiesterase 1,ARHR2|COLED|M6S1|NPP1|NPPS|PC-1|PCA1|PDNP1,protein-coding,ENSG00000197594,active,NC_000006.12,131808020,131895155,positive,7438,GO:0003676///GO:0004115///GO:0004527///GO:0004528///GO:0004551///GO:0005044///GO:0005158///GO:0005509///GO:0005515///GO:0005524///GO:0008270///GO:0016791///GO:0030247///GO:0036219///GO:0036221///GO:0042803///GO:0047429///GO:0047693///GO:0050656///GO:0106177,GO:0006091///GO:0006796///GO:0006897///GO:0006955///GO:0009143///GO:0010035///GO:0010467///GO:0030282///GO:0030308///GO:0030318///GO:0030500///GO:0030502///GO:0030505///GO:0030643///GO:0030730///GO:0031953///GO:0032869///GO:0033198///GO:0045599///GO:0045719///GO:0046034///GO:0046325///GO:0046627///GO:0050427///GO:0055062///GO:0090305///GO:0110148///GO:1990787,GO:0005615///GO:0005765///GO:0005886///GO:0009986///GO:0016020///GO:0016323,"nucleic acid binding///3',5'-cyclic-AMP phosphodiesterase activity///exonuclease activity///phosphodiesterase I activity///dinucleotide phosphatase activity///scavenger receptor activity///insulin receptor binding///calcium ion binding///protein binding///ATP binding///zinc ion binding///phosphatase activity///polysaccharide binding///GTP diphosphatase activity///UTP diphosphatase activity///protein homodimerization activity///nucleoside triphosphate diphosphatase activity///ATP diphosphatase activity///3'-phosphoadenosine 5'-phosphosulfate binding///cyclic-GMP-AMP hydrolase activity",generation of precursor metabolites and energy///phosphate-containing compound metabolic process///endocytosis///immune response///nucleoside triphosphate catabolic process///response to inorganic substance///gene expression///bone mineralization///negative regulation of cell growth///melanocyte differentiation///regulation of bone mineralization///negative regulation of bone mineralization///inorganic diphosphate transport///cellular phosphate ion homeostasis///sequestering of triglyceride///negative regulation of protein autophosphorylation///cellular response to insulin stimulus///response to ATP///negative regulation of fat cell differentiation///negative regulation of glycogen biosynthetic process///ATP metabolic process///negative regulation of glucose import///negative regulation of insulin receptor signaling pathway///3'-phosphoadenosine 5'-phosphosulfate metabolic process///phosphate ion homeostasis///nucleic acid phosphodiester bond hydrolysis///biomineralization///negative regulation of hh target transcription factor activity,extracellular space///lysosomal membrane///plasma membrane///cell surface///membrane///basolateral plasma membrane,0,5167,2,3,0.000232178,0.000814716,152,5167,1,1,0.000808081,0
1950,22926,1950,ATF6,22926,Homo sapiens,activating transcription factor 6(ATF6),5.86E-05,ATF6,Activating Transcription Factor 6,Protein Coding,P18850,61,GC01P161766,44.62794495,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF6,22926,ATF6,activating transcription factor 6,ACHM7|ATF6A,protein-coding,ENSG00000118217,active,NC_000001.11,161766320,161964070,positive,7890,GO:0000976///GO:0000977///GO:0000978///GO:0000981///GO:0001228///GO:0003700///GO:0005515///GO:0031625///GO:0035497///GO:0042802///GO:0043565///GO:0046982///GO:1990837,GO:0001654///GO:0006357///GO:0006457///GO:0007165///GO:0007601///GO:0010508///GO:0030968///GO:0036500///GO:0036503///GO:0043065///GO:0045944///GO:1903893///GO:1990440,GO:0000139///GO:0000785///GO:0005634///GO:0005635///GO:0005654///GO:0005783///GO:0005789///GO:0005794///GO:0005829///GO:0016020///GO:0090575,"transcription cis-regulatory region binding///RNA polymerase II transcription regulatory region sequence-specific DNA binding///RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription activator activity, RNA polymerase II-specific///DNA-binding transcription factor activity///protein binding///ubiquitin protein ligase binding///cAMP response element binding///identical protein binding///sequence-specific DNA binding///protein heterodimerization activity///sequence-specific double-stranded DNA binding",eye development///regulation of transcription by RNA polymerase II///protein folding///signal transduction///visual perception///positive regulation of autophagy///endoplasmic reticulum unfolded protein response///ATF6-mediated unfolded protein response///ERAD pathway///positive regulation of apoptotic process///positive regulation of transcription by RNA polymerase II///positive regulation of ATF6-mediated unfolded protein response///positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress,Golgi membrane///chromatin///nucleus///nuclear envelope///nucleoplasm///endoplasmic reticulum///endoplasmic reticulum membrane///Golgi apparatus///cytosol///membrane///RNA polymerase II transcription regulator complex,0,22926,9,13,0.000530648,0.002974114,17712,22926,1,1,0.000808081,0
2438,7915,2438,ALDH5A1,7915,Homo sapiens,aldehyde dehydrogenase 5 family member A1(ALDH5A1),3.82E-05,ALDH5A1,Aldehyde Dehydrogenase 5 Family Member A1,Protein Coding,P51649,59,GC06P024494,47.34091568,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH5A1,7915,ALDH5A1,aldehyde dehydrogenase 5 family member A1,SSADH|SSDH,protein-coding,ENSG00000112294,active,NC_000006.12,24494969,24537207,positive,5170,GO:0004777///GO:0042802,GO:0006105///GO:0006536///GO:0006807///GO:0007417///GO:0009450///GO:0009791///GO:0042135,GO:0005739///GO:0005759,succinate-semialdehyde dehydrogenase (NAD+) activity///identical protein binding,succinate metabolic process///glutamate metabolic process///nitrogen compound metabolic process///central nervous system development///gamma-aminobutyric acid catabolic process///post-embryonic development///neurotransmitter catabolic process,mitochondrion///mitochondrial matrix,0,7915,5,6,0.000295936,0.000919853,3140,7915,1,1,0.000808081,0
1665,5607,1665,MAP2K5,5607,Homo sapiens,mitogen-activated protein kinase kinase 5(MAP2K5),6.50E-07,MAP2K5,Mitogen-Activated Protein Kinase Kinase 5,Protein Coding,Q13163,57,GC15P166678,22.97375107,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K5,5607,MAP2K5,mitogen-activated protein kinase kinase 5,HsT17454|MAPKK5|MEK5|PRKMK5,protein-coding,ENSG00000137764,active,NC_000015.10,67542685,67807114,positive,9715,GO:0004672///GO:0004674///GO:0004708///GO:0004713///GO:0005515///GO:0005524///GO:0043539///GO:0046872///GO:0106310,GO:0000122///GO:0000165///GO:0007165///GO:0007507///GO:0018108///GO:0030307///GO:0032088///GO:0032717///GO:0034115///GO:0043154///GO:0043406///GO:0045944///GO:0048009///GO:0050679///GO:0051247///GO:0060761///GO:0070375///GO:0071363///GO:0071499///GO:0090051///GO:2000342///GO:2001240,GO:0005634///GO:0005819///GO:0005829,protein kinase activity///protein serine/threonine kinase activity///MAP kinase kinase activity///protein tyrosine kinase activity///protein binding///ATP binding///protein serine/threonine kinase activator activity///metal ion binding///protein serine kinase activity,negative regulation of transcription by RNA polymerase II///MAPK cascade///signal transduction///heart development///peptidyl-tyrosine phosphorylation///positive regulation of cell growth///negative regulation of NF-kappaB transcription factor activity///negative regulation of interleukin-8 production///negative regulation of heterotypic cell-cell adhesion///negative regulation of cysteine-type endopeptidase activity involved in apoptotic process///positive regulation of MAP kinase activity///positive regulation of transcription by RNA polymerase II///insulin-like growth factor receptor signaling pathway///positive regulation of epithelial cell proliferation///positive regulation of protein metabolic process///negative regulation of response to cytokine stimulus///ERK5 cascade///cellular response to growth factor stimulus///cellular response to laminar fluid shear stress///negative regulation of cell migration involved in sprouting angiogenesis///negative regulation of chemokine (C-X-C motif) ligand 2 production///negative regulation of extrinsic apoptotic signaling pathway in absence of ligand,nucleus///spindle///cytosol,0,5607,6,8,0.000305972,0.000244336,6426,5607,3,1,0.001410437,0
1187,11214,1187,AKAP13,11214,Homo sapiens,A-kinase anchoring protein 13(AKAP13),0.14096657,AKAP13,A-Kinase Anchoring Protein 13,Protein Coding,Q12802,56,GC15P167167,37.06626511,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP13,11214,AKAP13,A-kinase anchoring protein 13,AKAP-13|AKAP-Lbc|ARHGEF13|BRX|HA-3|Ht31|LBC|PRKA13|PROTO-LB|PROTO-LBC|c-lbc|p47,protein-coding,ENSG00000170776,active,NC_000015.10,85380603,85749358,positive,13619,GO:0004691///GO:0005078///GO:0005085///GO:0005515///GO:0031267///GO:0046872///GO:0051018///GO:0060090,GO:0007186///GO:0007507///GO:0035023///GO:0035025///GO:0043123///GO:0043406///GO:0051056///GO:0051168///GO:0055007///GO:0060297///GO:0060348///GO:0061049///GO:0071875///GO:0086023,GO:0005634///GO:0005829///GO:0005938///GO:0015629///GO:0016020///GO:0030864///GO:0048471,cAMP-dependent protein kinase activity///MAP-kinase scaffold activity///guanyl-nucleotide exchange factor activity///protein binding///small GTPase binding///metal ion binding///protein kinase A binding///molecular adaptor activity,G protein-coupled receptor signaling pathway///heart development///regulation of Rho protein signal transduction///positive regulation of Rho protein signal transduction///positive regulation of I-kappaB kinase/NF-kappaB signaling///positive regulation of MAP kinase activity///regulation of small GTPase mediated signal transduction///nuclear export///cardiac muscle cell differentiation///regulation of sarcomere organization///bone development///cell growth involved in cardiac muscle cell development///adrenergic receptor signaling pathway///adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process,nucleus///cytosol///cell cortex///actin cytoskeleton///membrane///cortical actin cytoskeleton///perinuclear region of cytoplasm,0,11214,10,12,0.000409315,0.000653845,12133,11214,10,1,0.012765957,0
2435,81618,2435,ITM2C,81618,Homo sapiens,integral membrane protein 2C(ITM2C),3.86E-05,ITM2C,Integral Membrane Protein 2C,Protein Coding,Q9NQX7,45,GC02P230864,14.26331139,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITM2C,81618,ITM2C,integral membrane protein 2C,BRI3|BRICD2C|E25|E25C|ITM3,protein-coding,ENSG00000135916,active,NC_000002.12,230864185,230879254,positive,2643,GO:0001540///GO:0005515///GO:0005524,GO:0010977///GO:0030182///GO:0042985///GO:2001238,GO:0005764///GO:0005765///GO:0005794///GO:0005886///GO:0048471///GO:0070062,amyloid-beta binding///protein binding///ATP binding,negative regulation of neuron projection development///neuron differentiation///negative regulation of amyloid precursor protein biosynthetic process///positive regulation of extrinsic apoptotic signaling pathway,lysosome///lysosomal membrane///Golgi apparatus///plasma membrane///perinuclear region of cytoplasm///extracellular exosome,0,81618,2,2,0.00013039,3.25E-07,14,81618,9,1,0.005167959,0
172,8567,172,MADD,8567,Homo sapiens,MAP kinase activating death domain(MADD),9.70E-07,MADD,MAP Kinase Activating Death Domain,Protein Coding,Q8WXG6,57,GC11P048086,43.93310547,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MADD,8567,MADD,MAP kinase activating death domain,DEEAH|DENN|IG20|NEDDISH|RAB3GEP|RabGEF,protein-coding,ENSG00000110514,active,NC_000011.10,47269375,47330031,positive,6503,GO:0005085///GO:0005123///GO:0005515///GO:0030295,GO:0007166///GO:0032147///GO:0032483///GO:0042981///GO:0043410///GO:0051726///GO:0097194///GO:1902041///GO:2001236,GO:0005737///GO:0005829///GO:0005886///GO:0016020///GO:0030424,guanyl-nucleotide exchange factor activity///death receptor binding///protein binding///protein kinase activator activity,cell surface receptor signaling pathway///activation of protein kinase activity///regulation of Rab protein signal transduction///regulation of apoptotic process///positive regulation of MAPK cascade///regulation of cell cycle///execution phase of apoptosis///regulation of extrinsic apoptotic signaling pathway via death domain receptors///regulation of extrinsic apoptotic signaling pathway,cytoplasm///cytosol///plasma membrane///membrane///axon,0,8567,6,8,0.00036415,0.001216279,4683,8567,1,1,0.000808081,0
