GeneID,Symbol,Description,GeneType,EnsemblGeneID,Length
105371501,LOC105371501,uncharacterized LOC105371501,ncRNA,,882
55065,SLC52A1,solute carrier family 52 member 1,protein-coding,ENSG00000132517,2415
124961,ZFP3,ZFP3 zinc finger protein,protein-coding,ENSG00000180787,4987
7775,ZNF232,zinc finger protein 232,protein-coding,ENSG00000167840,4032
101928000,ZNF232-AS1,ZNF232 antisense RNA 1,ncRNA,ENSG00000234327,476
9098,USP6,ubiquitin specific peptidase 6,protein-coding,ENSG00000129204,12370
84622,ZNF594,zinc finger protein 594,protein-coding,ENSG00000180626,8153
100130950,ZNF594-DT,ZNF594 divergent transcript,ncRNA,ENSG00000261879,2172
388325,SCIMP,SLP adaptor and CSK interacting membrane protein,protein-coding,ENSG00000161929,4249
9135,RABEP1,"rabaptin, RAB GTPase binding effector protein 1",protein-coding,ENSG00000029725,6190
105371505,LOC105371505,uncharacterized LOC105371505,ncRNA,,1189
4927,NUP88,nucleoporin 88,protein-coding,ENSG00000108559,3863
84268,RPAIN,RPA interacting protein,protein-coding,ENSG00000129197,3232
708,C1QBP,complement C1q binding protein,protein-coding,ENSG00000108561,1169
56919,DHX33,DEAH-box helicase 33,protein-coding,ENSG00000005100,5608
105371506,DHX33-DT,DHX33 divergent transcript,ncRNA,ENSG00000262099,398
51009,DERL2,derlin 2,protein-coding,ENSG00000072849,5972
79003,MIS12,MIS12 kinetochore complex component,protein-coding,ENSG00000167842,4028
728392,LOC728392,uncharacterized LOC728392,protein-coding,ENSG00000286190,1500
22861,NLRP1,NLR family pyrin domain containing 1,protein-coding,ENSG00000091592,6099
105371507,LOC105371507,uncharacterized LOC105371507,ncRNA,,1826
339166,LOC339166,uncharacterized LOC339166,ncRNA,ENSG00000284837,1821
23302,WSCD1,WSC domain containing 1,protein-coding,ENSG00000179314,9438
105371508,LOC105371508,uncharacterized LOC105371508,ncRNA,ENSG00000262231,581
105371509,LOC105371509,uncharacterized LOC105371509,ncRNA,,973
23746,AIPL1,aryl hydrocarbon receptor interacting protein like 1,protein-coding,ENSG00000129221,3736
107985017,LOC107985017,uncharacterized LOC107985017,ncRNA,,482
54478,PIMREG,PICALM interacting mitotic regulator,protein-coding,ENSG00000129195,2685
83394,PITPNM3,PITPNM family member 3,protein-coding,ENSG00000091622,9634
9851,KIAA0753,KIAA0753,protein-coding,ENSG00000198920,7303
84817,TXNDC17,thioredoxin domain containing 17,protein-coding,ENSG00000129235,1917
51003,MED31,mediator complex subunit 31,protein-coding,ENSG00000108590,1629
388327,C17orf100,chromosome 17 open reading frame 100,protein-coding,ENSG00000256806,1715
100616401,MIR4520-1,microRNA 4520-1,ncRNA,ENSG00000264468,70
100616466,MIR4520-2,microRNA 4520-2,ncRNA,ENSG00000283301,54
100652883,ALOX15P1,arachidonate 15-lipoxygenase pseudogene 1,pseudo,,672
284111,SLC13A5,solute carrier family 13 member 5,protein-coding,ENSG00000141485,3608
54739,XAF1,XIAP associated factor 1,protein-coding,ENSG00000132530,6086
162517,FBXO39,F-box protein 39,protein-coding,ENSG00000177294,1685
83659,TEKT1,tektin 1,protein-coding,ENSG00000167858,3394
245,ALOX12P2,arachidonate 12-lipoxygenase pseudogene 2,pseudo,ENSG00000291084,2995
100506713,ALOX12-AS1,ALOX12 antisense RNA 1,ncRNA,ENSG00000215067,651
239,ALOX12,"arachidonate 12-lipoxygenase, 12S type",protein-coding,ENSG00000108839,4650
100529209,RNASEK-C17orf49,RNASEK-C17orf49 readthrough,ncRNA,ENSG00000161939,1909
440400,RNASEK,ribonuclease K,protein-coding,ENSG00000219200,1028
124944,C17orf49,chromosome 17 open reading frame 49,protein-coding,ENSG00000258315,854
100506755,MIR497HG,mir-497-195 cluster host gene,ncRNA,ENSG00000267532,794
406971,MIR195,microRNA 195,ncRNA,ENSG00000284112,87
574456,MIR497,microRNA 497,ncRNA,ENSG00000284027,112
255877,BCL6B,BCL6B transcription repressor,protein-coding,ENSG00000161940,3527
201232,SLC16A13,solute carrier family 16 member 13,protein-coding,ENSG00000174327,1804
162515,SLC16A11,solute carrier family 16 member 11,protein-coding,ENSG00000174326,2387
10462,CLEC10A,C-type lectin domain containing 10A,protein-coding,ENSG00000132514,1806
433,ASGR2,asialoglycoprotein receptor 2,protein-coding,ENSG00000161944,2126
105371512,LOC105371512,uncharacterized LOC105371512,ncRNA,,1139
432,ASGR1,asialoglycoprotein receptor 1,protein-coding,ENSG00000141505,1549
1742,DLG4,discs large MAGUK scaffold protein 4,protein-coding,ENSG00000132535,8251
37,ACADVL,acyl-CoA dehydrogenase very long chain,protein-coding,ENSG00000072778,2699
442898,MIR324,microRNA 324,ncRNA,ENSG00000199053,83
1856,DVL2,dishevelled segment polarity protein 2,protein-coding,ENSG00000004975,3214
79142,PHF23,PHD finger protein 23,protein-coding,ENSG00000040633,2663
11337,GABARAP,GABA type A receptor-associated protein,protein-coding,ENSG00000170296,1319
23399,CTDNEP1,CTD nuclear envelope phosphatase 1,protein-coding,ENSG00000175826,1947
23587,ELP5,elongator acetyltransferase complex subunit 5,protein-coding,ENSG00000170291,2640
1366,CLDN7,claudin 7,protein-coding,ENSG00000181885,2044
6517,SLC2A4,solute carrier family 2 member 4,protein-coding,ENSG00000181856,3375
51087,YBX2,Y-box binding protein 2,protein-coding,ENSG00000006047,1708
1984,EIF5A,eukaryotic translation initiation factor 5A,protein-coding,ENSG00000132507,3654
2874,GPS2,G protein pathway suppressor 2,protein-coding,ENSG00000132522,1176
84461,NEURL4,neuralized E3 ubiquitin protein ligase 4,protein-coding,ENSG00000215041,5207
9744,ACAP1,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1",protein-coding,ENSG00000072818,6001
147040,KCTD11,potassium channel tetramerization domain containing 11,protein-coding,ENSG00000213859,3056
339168,TMEM95,transmembrane protein 95,protein-coding,ENSG00000182896,1379
8711,TNK1,tyrosine kinase non receptor 1,protein-coding,ENSG00000174292,3252
100529211,TMEM256-PLSCR3,TMEM256-PLSCR3 readthrough (NMD candidate),ncRNA,,2050
57048,PLSCR3,phospholipid scramblase 3,protein-coding,ENSG00000187838,1782
254863,TMEM256,transmembrane protein 256,protein-coding,ENSG00000205544,446
57555,NLGN2,neuroligin 2,protein-coding,ENSG00000169992,5099
374768,SPEM1,spermatid maturation 1,protein-coding,ENSG00000181323,1018
201243,SPEM2,SPEM family member 2,protein-coding,ENSG00000184560,2392
107983988,SPEM3,SPEM family member 3,protein-coding,ENSG00000283439,3695
284114,TMEM102,transmembrane protein 102,protein-coding,ENSG00000181284,2137
2256,FGF11,fibroblast growth factor 11,protein-coding,ENSG00000161958,2880
1140,CHRNB1,cholinergic receptor nicotinic beta 1 subunit,protein-coding,ENSG00000170175,2560
57659,ZBTB4,zinc finger and BTB domain containing 4,protein-coding,ENSG00000174282,6821
643664,SLC35G6,solute carrier family 35 member G6,protein-coding,ENSG00000259224,1195
5430,POLR2A,RNA polymerase II subunit A,protein-coding,ENSG00000181222,6749
407977,TNFSF12-TNFSF13,TNFSF12-TNFSF13 readthrough,protein-coding,ENSG00000248871,1857
8742,TNFSF12,TNF superfamily member 12,protein-coding,ENSG00000239697,1616
8741,TNFSF13,TNF superfamily member 13,protein-coding,ENSG00000161955,2276
26168,SENP3,SUMO specific peptidase 3,protein-coding,ENSG00000161956,2567
100533955,SENP3-EIF4A1,SENP3-EIF4A1 readthrough (NMD candidate),ncRNA,,4303
1973,EIF4A1,eukaryotic translation initiation factor 4A1,protein-coding,ENSG00000161960,1758
652965,SNORA48,"small nucleolar RNA, H/ACA box 48",snoRNA,ENSG00000209582,135
652966,SNORD10,"small nucleolar RNA, C/D box 10",snoRNA,ENSG00000238917,148
26781,SNORA67,"small nucleolar RNA, H/ACA box 67",snoRNA,ENSG00000277985,137
968,CD68,CD68 molecule,protein-coding,ENSG00000129226,1705
100996842,LOC100996842,uncharacterized LOC100996842,ncRNA,ENSG00000233223,1383
9526,MPDU1,mannose-P-dolichol utilization defect 1,protein-coding,ENSG00000129255,1861
6665,SOX15,SRY-box transcription factor 15,protein-coding,ENSG00000129194,1320
9513,FXR2,FMR1 autosomal homolog 2,protein-coding,ENSG00000129245,3074
6462,SHBG,sex hormone binding globulin,protein-coding,ENSG00000129214,1550
112483,SAT2,spermidine/spermine N1-acetyltransferase family member 2,protein-coding,ENSG00000141504,1032
482,ATP1B2,ATPase Na+/K+ transporting subunit beta 2,protein-coding,ENSG00000129244,3417
7157,TP53,tumor protein p53,protein-coding,ENSG00000141510,3098
55135,WRAP53,WD repeat containing antisense to TP53,protein-coding,ENSG00000141499,4327
1949,EFNB3,ephrin B3,protein-coding,ENSG00000108947,3216
146754,DNAH2,dynein axonemal heavy chain 2,protein-coding,ENSG00000183914,16550
118432,RPL29P2,ribosomal protein L29 pseudogene 2,pseudo,ENSG00000240480,657
105371516,LOC105371516,,,,328
23135,KDM6B,lysine demethylase 6B,protein-coding,ENSG00000132510,9613
107987244,LOC107987244,uncharacterized LOC107987244,ncRNA,,930
92162,TMEM88,transmembrane protein 88,protein-coding,ENSG00000167874,1096
84316,NAA38,"N-alpha-acetyltransferase 38, NatC auxiliary subunit",protein-coding,ENSG00000183011,1495
124637,CYB5D1,cytochrome b5 domain containing 1,protein-coding,ENSG00000182224,3489
1107,CHD3,chromodomain helicase DNA binding protein 3,protein-coding,ENSG00000170004,8138
677763,SCARNA21,small Cajal body-specific RNA 21,ncRNA,ENSG00000252835,138
284023,RNF227,ring finger protein 227,protein-coding,ENSG00000179859,2894
9196,KCNAB3,potassium voltage-gated channel subfamily A regulatory beta subunit 3,protein-coding,ENSG00000170049,3635
58485,TRAPPC1,trafficking protein particle complex subunit 1,protein-coding,ENSG00000170043,869
116840,CNTROB,"centrobin, centriole duplication and spindle assembly protein",protein-coding,ENSG00000170037,4567
105371517,LOC105371517,,,,1324
3000,GUCY2D,"guanylate cyclase 2D, retinal",protein-coding,ENSG00000132518,6780
247,ALOX15B,arachidonate 15-lipoxygenase type B,protein-coding,ENSG00000179593,2716
242,ALOX12B,"arachidonate 12-lipoxygenase, 12R type",protein-coding,ENSG00000179477,2515
107985075,LOC107985075,uncharacterized LOC107985075,ncRNA,,1790
100422983,MIR4314,microRNA 4314,ncRNA,ENSG00000264005,92
59344,ALOXE3,arachidonate lipoxygenase 3,protein-coding,ENSG00000179148,3742
7206,TRK-TTT3-5,tRNA-Lys (anticodon TTT) 3-5,tRNA,,73
7228,TRQ-CTG1-5,tRNA-Gln (anticodon CTG) 1-5,tRNA,,72
7208,TRL-TAG1-1,tRNA-Leu (anticodon TAG) 1-1,tRNA,,82
84667,HES7,hes family bHLH transcription factor 7,protein-coding,ENSG00000179111,3622
7230,TRR-TCT2-1,tRNA-Arg (anticodon TCT) 2-1,tRNA,,73
7196,TRG-GCC2-6,tRNA-Gly (anticodon GCC) 2-6,tRNA,,71
105376799,LOC105376799,,,,774
100189037,TRS-CGA1-1,tRNA-Ser (anticodon CGA) 1-1,tRNA,,82
100189438,TRT-AGT5-1,tRNA-Thr (anticodon AGT) 5-1,tRNA,,74
5187,PER1,period circadian regulator 1,protein-coding,ENSG00000179094,5459
102465532,MIR6883,microRNA 6883,ncRNA,ENSG00000284117,78
6844,VAMP2,vesicle associated membrane protein 2,protein-coding,ENSG00000220205,2561
84314,TMEM107,transmembrane protein 107,protein-coding,ENSG00000179029,2281
727676,SNORD118,"small nucleolar RNA, C/D box 118",snoRNA,ENSG00000200463,136
105371520,LOC105371520,uncharacterized LOC105371520,ncRNA,,520
100189112,TRW-CCA3-3,tRNA-Trp (anticodon CCA) 3-3,tRNA,,72
100189331,TRS-GCT4-3,tRNA-Ser (anticodon GCT) 4-3,tRNA,,82
100616406,MIR4521,microRNA 4521,ncRNA,ENSG00000283160,60
100189187,TRT-AGT1-1,tRNA-Thr (anticodon AGT) 1-1,tRNA,,74
100189387,TRI-AAT5-5,tRNA-Ile (anticodon AAT) 5-5,tRNA,,74
54785,BORCS6,BLOC-1 related complex subunit 6,protein-coding,ENSG00000196544,1836
9212,AURKB,aurora kinase B,protein-coding,ENSG00000178999,1770
284029,LINC00324,long intergenic non-protein coding RNA 324,ncRNA,ENSG00000178977,2094
100189123,TRW-CCA1-1,tRNA-Trp (anticodon CCA) 1-1,tRNA,,72
100189206,TRG-TCC3-1,tRNA-Gly (anticodon TCC) 3-1,tRNA,,72
100189383,TRD-GTC2-11,tRNA-Asp (anticodon GTC) 2-11,tRNA,,72
100189124,TRP-CGG1-3,tRNA-Pro (anticodon CGG) 1-3,tRNA,,72
80169,CTC1,CST telomere replication complex component 1,protein-coding,ENSG00000178971,7937
100189222,TRT-AGT1-2,tRNA-Thr (anticodon AGT) 1-2,tRNA,,74
100189184,TRS-AGA2-6,tRNA-Ser (anticodon AGA) 2-6,tRNA,,82
100189393,TRI-AAT4-1,tRNA-Ile (anticodon AAT) 4-1,tRNA,,74
5198,PFAS,phosphoribosylformylglycinamidine synthase,protein-coding,ENSG00000178921,5889
399512,SLC25A35,solute carrier family 25 member 35,protein-coding,ENSG00000125434,5111
29098,RANGRF,RAN guanine nucleotide release factor,protein-coding,ENSG00000108961,1143
22899,ARHGEF15,Rho guanine nucleotide exchange factor 15,protein-coding,ENSG00000198844,4424
146852,ODF4,outer dense fiber of sperm tails 4,protein-coding,ENSG00000184650,1352
100128288,LOC100128288,uncharacterized LOC100128288,ncRNA,,2129
124751,KRBA2,KRAB-A domain containing 2,protein-coding,ENSG00000184619,3964
6154,RPL26,ribosomal protein L26,protein-coding,ENSG00000161970,904
643904,RNF222,ring finger protein 222,protein-coding,ENSG00000189051,3251
81565,NDEL1,nudE neurodevelopment protein 1 like 1,protein-coding,ENSG00000166579,4253
4628,MYH10,myosin heavy chain 10,protein-coding,ENSG00000133026,8443
107987245,LOC107987245,uncharacterized LOC107987245,ncRNA,,3396
112268195,LOC112268195,,,,1055
102724262,LOC102724262,uncharacterized LOC102724262,ncRNA,,903
105371525,LOC105371525,uncharacterized LOC105371525,ncRNA,,3139
105371526,LOC105371526,uncharacterized LOC105371526,ncRNA,,852
146849,CCDC42,coiled-coil domain containing 42,protein-coding,ENSG00000161973,1373
105371529,LOC105371529,uncharacterized LOC105371529,ncRNA,,5664
388333,SPDYE4,speedy/RINGO cell cycle regulator family member E4,protein-coding,ENSG00000183318,3687
105371530,LOC105371530,uncharacterized LOC105371530,ncRNA,,700
162387,MFSD6L,major facilitator superfamily domain containing 6 like,protein-coding,ENSG00000185156,2256
146850,PIK3R6,phosphoinositide-3-kinase regulatory subunit 6,protein-coding,ENSG00000276231,4232
107985071,LOC107985071,uncharacterized LOC107985071,ncRNA,,810
107985063,LOC107985063,,,,1012
23533,PIK3R5,phosphoinositide-3-kinase regulatory subunit 5,protein-coding,ENSG00000141506,4612
101928235,PIK3R5-DT,PIK3R5 divergent transcript,ncRNA,,1863
9423,NTN1,netrin 1,protein-coding,ENSG00000065320,6130
101928266,LOC101928266,uncharacterized LOC101928266,ncRNA,ENSG00000262966,5672
105371532,LOC105371532,,,,2398
105371531,LOC105371531,,,,3732
9482,STX8,syntaxin 8,protein-coding,ENSG00000170310,1499
146845,CFAP52,cilia and flagella associated protein 52,protein-coding,ENSG00000166596,2166
124739,USP43,ubiquitin specific peptidase 43,protein-coding,ENSG00000154914,6488
107985011,LOC107985011,uncharacterized LOC107985011,ncRNA,,989
201140,DHRS7C,dehydrogenase/reductase 7C,protein-coding,ENSG00000184544,1297
644070,GSG1L2,GSG1 like 2,protein-coding,ENSG00000214978,882
9340,GLP2R,glucagon like peptide 2 receptor,protein-coding,ENSG00000065325,6769
5957,RCVRN,recoverin,protein-coding,ENSG00000109047,2469
8522,GAS7,growth arrest specific 7,protein-coding,ENSG00000007237,9443
8735,MYH13,myosin heavy chain 13,protein-coding,ENSG00000006788,5994
107985004,LOC107985004,uncharacterized LOC107985004,ncRNA,,2070
100128560,MYHAS,myosin heavy chain gene cluster antisense RNA,ncRNA,,3940
4626,MYH8,myosin heavy chain 8,protein-coding,ENSG00000133020,6041
4622,MYH4,myosin heavy chain 4,protein-coding,ENSG00000264424,6464
4619,MYH1,myosin heavy chain 1,protein-coding,ENSG00000109061,6200
4620,MYH2,myosin heavy chain 2,protein-coding,ENSG00000125414,6109
4621,MYH3,myosin heavy chain 3,protein-coding,ENSG00000109063,6136
6341,SCO1,synthesis of cytochrome C oxidase 1,protein-coding,ENSG00000133028,9577
56985,ADPRM,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent",protein-coding,ENSG00000170222,1534
388335,TMEM220,transmembrane protein 220,protein-coding,ENSG00000187824,4568
100506898,MAGOH2P,"mago homolog 2, pseudogene",pseudo,,640
101101775,TMEM220-AS1,TMEM220 antisense RNA 1,ncRNA,ENSG00000263400,1360
100289255,TMEM238L,transmembrane protein 238 like,protein-coding,ENSG00000263429,1530
644139,PIRT,phosphoinositide interacting regulator of transient receptor potential channels,protein-coding,ENSG00000233670,3457
105371536,LOC105371536,uncharacterized LOC105371536,ncRNA,,1543
388336,SHISA6,shisa family member 6,protein-coding,ENSG00000188803,7625
1770,DNAH9,dynein axonemal heavy chain 9,protein-coding,ENSG00000007174,14653
101928350,LOC101928350,uncharacterized LOC101928350,ncRNA,,837
7566,ZNF18,zinc finger protein 18,protein-coding,ENSG00000154957,7160
6416,MAP2K4,mitogen-activated protein kinase kinase 4,protein-coding,ENSG00000065559,4391
100126313,MIR744,microRNA 744,ncRNA,ENSG00000266297,98
284034,LINC00670,long intergenic non-protein coding RNA 670,ncRNA,ENSG00000179136,2767
105371540,LOC105371540,uncharacterized LOC105371540,ncRNA,,1530
93649,MYOCD,myocardin,protein-coding,ENSG00000141052,8609
101928418,MYOCD-AS1,MYOCD antisense RNA 1,ncRNA,ENSG00000227274,1143
100128006,ARHGAP44-AS1,ARHGAP44 and MYOCD antisense RNA 1,ncRNA,ENSG00000265489,3727
9912,ARHGAP44,Rho GTPase activating protein 44,protein-coding,ENSG00000006740,4323
100616494,MIR1269B,microRNA 1269b,ncRNA,ENSG00000265503,75
60528,ELAC2,elaC ribonuclease Z 2,protein-coding,ENSG00000006744,4099
105371541,LINC02093,long intergenic non-protein coding RNA 2093,ncRNA,ENSG00000234634,488
105371543,LOC105371543,uncharacterized LOC105371543,ncRNA,,2377
9955,HS3ST3A1,heparan sulfate-glucosamine 3-sulfotransferase 3A1,protein-coding,ENSG00000153976,12754
100302287,MIR548H3,microRNA 548h-3,ncRNA,ENSG00000221698,118
105371544,LOC105371544,uncharacterized LOC105371544,ncRNA,,596
107985014,LOC107985014,uncharacterized LOC107985014,ncRNA,,4317
100506974,LOC100506974,uncharacterized LOC100506974,ncRNA,,2309
94158,CDRT15P1,CDRT15 pseudogene 1,pseudo,,1101
100874058,COX10-DT,COX10 divergent transcript,ncRNA,ENSG00000236088,1944
1352,COX10,cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10,protein-coding,ENSG00000006695,2898
146822,CDRT15,CMT1A duplicated region transcript 15,protein-coding,ENSG00000223510,779
9953,HS3ST3B1,heparan sulfate-glucosamine 3-sulfotransferase 3B1,protein-coding,ENSG00000125430,6822
84815,MGC12916,uncharacterized protein MGC12916,ncRNA,ENSG00000266709,2006
107985080,LOC107985080,uncharacterized LOC107985080,ncRNA,,2861
107984996,LOC107984996,uncharacterized LOC107984996,ncRNA,,479
105371545,LOC105371545,uncharacterized LOC105371545,ncRNA,,540
107984977,LINC02096,long intergenic non-protein coding RNA 2096,ncRNA,ENSG00000238212,1086
94150,CDRT7,CMT1A duplicated region transcript 7,ncRNA,ENSG00000259944,767
101928475,LOC101928475,uncharacterized LOC101928475,ncRNA,ENSG00000232058,922
94151,CDRT8,CMT1A duplicated region transcript 8,ncRNA,,719
107984976,LOC107984976,uncharacterized LOC107984976,ncRNA,,547
105371547,LOC105371547,uncharacterized LOC105371547,ncRNA,,737
5376,PMP22,peripheral myelin protein 22,protein-coding,ENSG00000109099,2200
100616125,MIR4731,microRNA 4731,ncRNA,ENSG00000265110,70
64518,TEKT3,tektin 3,protein-coding,ENSG00000125409,5717
100533496,TVP23C-CDRT4,TVP23C-CDRT4 readthrough,protein-coding,ENSG00000259024,2761
284040,CDRT4,CMT1A duplicated region transcript 4,protein-coding,ENSG00000239704,2508
94145,CDRT3,CMT1A duplicated region transcript 3,ncRNA,,526
201158,TVP23C,trans-golgi network vesicle protein 23 homolog C,protein-coding,ENSG00000175106,5196
374286,FBXW10B,F-box and WD repeat domain containing 10B,protein-coding,ENSG00000241322,3775
10626,TRIM16,tripartite motif containing 16,protein-coding,ENSG00000221926,3371
57335,ZNF286A,zinc finger protein 286A,protein-coding,ENSG00000187607,5430
353149,TBC1D26,TBC1 domain family member 26,protein-coding,ENSG00000214946,1869
105371560,TBC1D26-AS1,TBC1D26 antisense RNA 1,ncRNA,,1032
105371559,LOC105371559,uncharacterized LOC105371559,ncRNA,,2552
644694,CDRT15P2,CDRT15 pseudogene 2,pseudo,,571
4213,MEIS3P1,Meis homeobox 3 pseudogene 1,pseudo,,2856
101928567,LINC02087,long intergenic non-protein coding RNA 2087,ncRNA,,950
105371557,LOC105371557,uncharacterized LOC105371557,ncRNA,,1294
136,ADORA2B,adenosine A2b receptor,protein-coding,ENSG00000170425,6020
125150,ZSWIM7,zinc finger SWIM-type containing 7,protein-coding,ENSG00000214941,2020
54902,TTC19,tetratricopeptide repeat domain 19,protein-coding,ENSG00000011295,4447
9611,NCOR1,nuclear receptor corepressor 1,protein-coding,ENSG00000141027,13132
109623477,SNORD163,"small nucleolar RNA, C/D box 163",snoRNA,,64
9487,PIGL,phosphatidylinositol glycan anchor biosynthesis class L,protein-coding,ENSG00000108474,8083
100302124,MIR1288,microRNA 1288,ncRNA,ENSG00000221355,75
201161,CENPV,centromere protein V,protein-coding,ENSG00000166582,1132
7314,UBB,ubiquitin B,protein-coding,ENSG00000170315,1572
51393,TRPV2,transient receptor potential cation channel subfamily V member 2,protein-coding,ENSG00000187688,3363
125144,SNHG29,small nucleolar RNA host gene 29,ncRNA,ENSG00000175061,2516
692087,SNORD49B,"small nucleolar RNA, C/D box 49B",snoRNA,,48
26800,SNORD49A,"small nucleolar RNA, C/D box 49A",snoRNA,ENSG00000277370,71
692106,SNORD65,"small nucleolar RNA, C/D box 65",snoRNA,ENSG00000277512,73
388341,LRRC75A,leucine rich repeat containing 75A,protein-coding,ENSG00000181350,3878
105371554,LOC105371554,uncharacterized LOC105371554,ncRNA,,6434
57336,ZNF287,zinc finger protein 287,protein-coding,ENSG00000141040,8821
57547,ZNF624,zinc finger protein 624,protein-coding,ENSG00000197566,5797
9720,CCDC144A,coiled-coil domain containing 144A,protein-coding,ENSG00000170160,14476
162632,USP32P1,ubiquitin specific peptidase 32 pseudogene 1,pseudo,ENSG00000290976,3901
100129396,FAM106C,family with sequence similarity 106 member C,ncRNA,ENSG00000288235,1759
105371553,LOC105371553,,,,992
105371552,LOC105371552,uncharacterized LOC105371552,ncRNA,,782
400578,KRT16P2,keratin 16 pseudogene 2,pseudo,,1575
105371551,LOC105371551,uncharacterized LOC105371551,ncRNA,,1204
147228,KRT17P1,keratin 17 pseudogene 1,pseudo,,2315
96597,TBC1D27P,"TBC1 domain family member 27, pseudogene",pseudo,,3421
23495,TNFRSF13B,TNF receptor superfamily member 13B,protein-coding,ENSG00000240505,1391
284191,LOC284191,uncharacterized LOC284191,ncRNA,ENSG00000230709,2201
105371562,LINC02090,long intergenic non-protein coding RNA 2090,ncRNA,ENSG00000230969,399
23164,MPRIP,myosin phosphatase Rho interacting protein,protein-coding,ENSG00000133030,15489
201164,PLD6,phospholipase D family member 6,protein-coding,ENSG00000179598,3155
201163,FLCN,folliculin,protein-coding,ENSG00000154803,7251
8533,COPS3,COP9 signalosome subunit 3,protein-coding,ENSG00000141030,2083
56953,NT5M,"5',3'-nucleotidase, mitochondrial",protein-coding,ENSG00000205309,3269
55090,MED9,mediator complex subunit 9,protein-coding,ENSG00000141026,2209
51655,RASD1,ras related dexamethasone induced 1,protein-coding,ENSG00000108551,1748
10400,PEMT,phosphatidylethanolamine N-methyltransferase,protein-coding,ENSG00000133027,1581
105371564,SMCR2,"Smith-Magenis syndrome chromosome region, candidate 2",ncRNA,ENSG00000223979,564
10743,RAI1,retinoic acid induced 1,protein-coding,ENSG00000108557,9552
100861516,RAI1-AS1,RAI1 antisense RNA 1,ncRNA,ENSG00000237328,718
140771,SMCR5,"Smith-Magenis syndrome chromosome region, candidate 5",ncRNA,ENSG00000226746,2844
6720,SREBF1,sterol regulatory element binding transcription factor 1,protein-coding,ENSG00000072310,5280
102465466,MIR6777,microRNA 6777,ncRNA,ENSG00000274111,66
693120,MIR33B,microRNA 33b,ncRNA,ENSG00000207839,96
146691,TOM1L2,target of myb1 like 2 membrane trafficking protein,protein-coding,ENSG00000175662,5831
83450,DRC3,dynein regulatory complex subunit 3,protein-coding,ENSG00000171962,5908
107984989,LOC107984989,uncharacterized LOC107984989,ncRNA,,1810
91647,ATPAF2,ATP synthase mitochondrial F1 complex assembly factor 2,protein-coding,ENSG00000171953,3266
79018,GID4,GID complex subunit 4 homolog,protein-coding,ENSG00000141034,5091
1819,DRG2,developmentally regulated GTP binding protein 2,protein-coding,ENSG00000108591,2682
105371566,LOC105371566,uncharacterized LOC105371566,ncRNA,,1392
51168,MYO15A,myosin XVA,protein-coding,ENSG00000091536,13794
105371567,LOC105371567,uncharacterized LOC105371567,ncRNA,,447
54890,ALKBH5,"alkB homolog 5, RNA demethylase",protein-coding,ENSG00000091542,3159
3996,LLGL1,LLGL scribble cell polarity complex component 1,protein-coding,ENSG00000131899,4318
2314,FLII,FLII actin remodeling protein,protein-coding,ENSG00000177731,4727
125170,MIEF2,mitochondrial elongation factor 2,protein-coding,ENSG00000177427,3837
7156,TOP3A,DNA topoisomerase III alpha,protein-coding,ENSG00000177302,8166
140775,SMCR8,SMCR8-C9orf72 complex subunit,protein-coding,ENSG00000176994,8297
6470,SHMT1,serine hydroxymethyltransferase 1,protein-coding,ENSG00000176974,2709
102466733,MIR6778,microRNA 6778,ncRNA,ENSG00000283772,73
645027,EVPLL,envoplakin like,protein-coding,ENSG00000214860,2155
400579,LINC02076,long intergenic non-protein coding RNA 2076,ncRNA,ENSG00000220161,1879
339240,KRT17P5,keratin 17 pseudogene 5,pseudo,,3153
339241,KRT17P2,keratin 17 pseudogene 2,pseudo,,2284
105371570,LOC105371570,uncharacterized LOC105371570,ncRNA,,337
729252,KRT16P1,keratin 16 pseudogene 1,pseudo,,1816
105371569,LOC105371569,uncharacterized LOC105371569,ncRNA,,1048
654346,LGALS9C,galectin 9C,protein-coding,ENSG00000171916,1760
220594,USP32P2,ubiquitin specific peptidase 32 pseudogene 2,pseudo,ENSG00000290659,4775
80039,FAM106A,family with sequence similarity 106 member A,ncRNA,ENSG00000273018,2281
284047,CCDC144BP,"coiled-coil domain containing 144B, pseudogene",pseudo,ENSG00000291090,8697
107985051,LOC107985051,uncharacterized LOC107985051,ncRNA,,491
254272,TBC1D28,TBC1 domain family member 28,protein-coding,ENSG00000189375,4671
729288,ZNF286B,zinc finger protein 286B (pseudogene),pseudo,ENSG00000290687,5231
2310,FOXO3B,forkhead box O3B,protein-coding,ENSG00000240445,5946
147166,TRIM16L,tripartite motif containing 16 like,pseudo,ENSG00000291110,3872
10517,FBXW10,F-box and WD repeat domain containing 10,protein-coding,ENSG00000171931,4569
51030,TVP23B,trans-golgi network vesicle protein 23 homolog B,protein-coding,ENSG00000171928,3364
101929141,LOC101929141,coiled-coil domain-containing protein 144A-like,pseudo,ENSG00000250111,1347
5636,PRPSAP2,phosphoribosyl pyrophosphate synthetase associated protein 2,protein-coding,ENSG00000141127,2831
125206,SLC5A10,solute carrier family 5 member 10,protein-coding,ENSG00000154025,4338
